,key_0,Unnamed: 0,product_id,final_list,product_color_id,attribute_name,attribute_value,no,yes
2566,68801,80564,01E2KX0A3WVY9BNF03XVBCT8WB,"['silk', 'blend', 'utility', 'shirt', 'trend', 'report', 'say', 'work', 'utility', 'style', 'look', 'relaxed-fitting', 'silk-blend', 'shirt', 'beautifully', 'Vince']",01E2KX0J9S9QE3JFRV9PD1538B,dry_clean_only,no,1,0
3970,93398,110594,01E2KX0RFN5KANB5NVBRCQ1E8A,"['cozy', 'crew', 'sweater', 'brand', 'continues', 'tradition', 'cozy', 'vintage-inspired', 'knit', 'boxy', 'striped', 'sweater', 'The', 'Great.']",01E2KX0RFZRF6N491XDEN470T5,dry_clean_only,no,1,0
3471,85014,100422,01E2KX1HBJG9ZTT7F95SV6X2R4,"['keri', 'cyla', 'shirt', 'airy', 'split-collar', 'blouse', 'detailed', 'delicate', 'bloom', 'easy', 'day-to', 'night', 'charm', 'Allsaints']",01E2KX1HBWBCK54E71YB12FASN,dry_clean_only,yes,0,1
3432,83385,98455,01E2KX1P4ZXPVXZ49E0H06S149,"['kiara', 'long', 'sleeve', 'sheath', 'dress', 'lacy', 'overlay', 'abstract', 'animal', 'print', 'make', 'long-sleeve', 'dress', 'perfect', 'way', 'upgrade', 'date-night', 'style', 'game', 'Allsaints']",01E2KX1P5BXG734BQ6BHYF4ZEF,dry_clean_only,yes,0,1
1807,53259,61846,01E2KX24G7MTFR3HFJ1T2S4P92,"['jedda', 'stripe', 'short', 'sleeve', 'linen', 'slub', 'jersey', 'top', 'cheerfully', 'striped', 'linen', 'top', 'airy', 'sleeve', 'keep', 'cool', 'thoughtful', 'design', 'keep', 'covered', 'raise', 'hand', 'wave', 'friend', 'Joie']",01E2KX2BAVD8H8HMH3WKC94MK6,dry_clean_only,no,1,0
3189,79079,93040,01E2KX2A2EDTFS7ZPZZE3YT2A9,"['oriana', 'high', 'waist', 'straight', 'leg', 'velveteen', 'jean', 'straight-leg', 'jean', 'get', 'party-ready', 'upgrade', 'stretch', 'velveteen', 'flattering', 'contoured', 'waistband', ""L'Agence""]",01E2KX2A2VJDZAYHEQMKA3C0EQ,dry_clean_only,no,1,0
4206,107382,127278,01E2KX2EF3WTH504RE88V7M5BH,"['modal', 'jersey', 'scoop', 'neck', 'tank', 'racerback', 'tank', 'made', 'slubbed', 'peruvian', 'modal', 'jersey', 'fluid', 'lightweight', 'feel', 'fit', 'seamlessly', 'cool-casual', 'wardrobe', 'Atm', 'Anthony', 'Thomas', 'Melillo']",01E2KX2EFD5D81GGHR0Y1VBEE2,dry_clean_only,no,1,0
2226,62423,73032,01E2KX2R3QX5ZRAEJ9BBW4X2D2,"['print', 'long', 'sleeve', 'midi', 'dress', 'gentle', 'gather', 'back', 'hem', 'add', 'flowy', 'movement', 'sheer-sleeve', 'midi', 'dress', 'made', 'lightweight', 'season-spanning', 'georgette', 'Ganni']",01E2KX2R428CDJ7VSW72G4N6E2,dry_clean_only,no,1,0
3998,94323,111688,01E2KX31SFKYFKP78DWF6VGBN0,"['pleated', 'sweater', 'dress', 'effortless', 'addition', 'ot', 'work', 'closet', 'fitted', 'sweater-dress', 'feature', 'bodice', 'overlay', 'pretty', 'lace', 'contrast', 'ribbing', 'play', 'skirt', 'pleat', 'Tory', 'Burch']",01E2KX31SS056YB81MQWJYNXZP,dry_clean_only,yes,0,1
3440,84004,99203,01E2KX375DV725STKHYRBQR3AY,"['karina', 'zebra', 'wool', 'alpaca', 'blend', 'cardigan', 'sometimes', 'want', 'low', 'dose', 'animal', 'print', 'roomy', 'cardigan', 'knit', 'yarn', 'blend', 'feature', 'wool', 'alpaca', 'definitely', 'delivers', 'Allsaints']",01E2KX375SCTGGKKQGE52Z0208,dry_clean_only,yes,0,1
3040,76898,90317,01E2KX3BMQ454TQWRZWP7DZKXW,"['crop', 'trouser', 'muted', 'print', 'nicely', 'balanced', 'cute', 'cropped', 'length', 'well-tailored', 'pant', 'cut', 'wool-kissed', 'fabric', 'touch', 'stretch', 'comfort', 'Theory']",01E2KX3BN2GE1FW0STV04JQV68,dry_clean_only,yes,0,1
3134,78222,91940,01E2KX3NGVD31M6JPCZBTBNRJT,"['linen', 'blend', 'shift', 'dress', 'simple', 'warm-weather', 'dress', 'make', 'getting', 'door', 'easy', 'feature', 'slim', 'cut', 'perfectly', 'weighted', 'linen-blend', 'twill', 'Theory']",01E2KX3NH8MX45XA3Z36WQ0BXX,dry_clean_only,yes,0,1
3999,94357,111731,01E2KX4DQD3YBPHP9X2B8SN9E9,"['embroidered', 'logo', 'tee', 'embroidered', 'swirl', 'mesh', 'medallion', 'highlighted', 'gold', 'sequin', 'bring', 'playful', 'spirit', 'crewneck', 'tee', 'iconic', 'double', 'logo', 'center', 'Tory', 'Burch']",01E2KX4DQW4NRHXWMWKQWR4JA3,dry_clean_only,no,1,0
2932,75247,88245,01E2KX4JJNJES074HESKBG5Z0H,"['nautical', 'embroidery', 'short', 'sleeve', 't-shirt', 'crew', 'took', 'sea', 'inspiration', 'lot', 'knit', 'season', 'nautical', 'tee', 'embroidered', 'detail', 'exception', 'J.Crew']",01E2KX4JK2KXENND2NMY4WJ4CD,dry_clean_only,no,1,0
1566,47482,55045,01E2KX4WC9YTMGX0RZN08HMX8B,"['maud', 'floral', 'midi', 'dress', 'painterly', 'flower', 'sweet', 'spring', 'hue', 'pattern', 'midi-length', 'a-line', 'dress', 'framed', 'gently', 'shirred', 'three-quarter', 'sleeve', 'Faithfull', 'The', 'Brand']",01E2KX4WCMX5DSBVPCV9K31DSN,dry_clean_only,yes,0,1
1940,57278,66714,01E2KX568398F3KQGSP50TRE4G,"['le', 'brigette', 'triple', 'tie', 'waist', 'denim', 'short', 'stacked', 'waistband', 'cinched', 'tie', 'belt', 'highlight', 'super-high', 'silhouette', 'stretch-softened', 'denim', 'cutoff', 'summery', 'white', 'hue', 'Frame']",01E2KX568DGBZJRS8MSMD1DVTY,dry_clean_only,no,1,0
2829,73610,86299,01E2KX5B8RSVBDXB324JSYMQ70,"['panel', 'skirt', 'panel', 'construction', 'enhances', 'swingy', 'flow', 'modern', 'skirt', 'styled', 'rich', 'yet', 'neutral', 'hue', 'Vince']",01E2KX5B937EBBFG62W66B5VSN,dry_clean_only,no,1,0
1762,52551,61019,01E2KX5GD7ZAK5DMQTQEMDTZ1C,"['rafaella', 'floral', 'silk', 'chiffon', 'top', 'dreamy', 'bouquet', 'poppy', 'red', 'float', 'top', 'cut', 'beautiful', 'drapey', 'silk', 'chiffon', 'deeply', 'split', 'neck', 'tie', 'leave', 'open', 'Joie']",01E2KX5GDH9KA8W6X568G10D73,dry_clean_only,yes,0,1
3430,83348,98405,01E2KX5NPACFM1RPKNAFVQMT8C,"['jayda', 'wing', 'dress', 'elegant', 'butterfly-inspired', 'pattern', 'distinguishes', 'chic', 'sleeveless', 'dress', 'exposed', 'zipper', 'front', 'wispy', 'asymmetrical', 'hemline', 'Allsaints']",01E2KX5NPPAB4MMKEAH70A0WA2,dry_clean_only,no,1,0
2241,62803,73516,01E2KX5YSM9CPNAA2PQM64K4KX,"['floral', 'print', 'long', 'sleeve', 'maxi', 'shirtdress', 'dainty', 'white', 'stem', 'drift', 'across', 'demure', 'shirtdress', 'designed', 'subtly', 'puffed', 'sleeve', 'long', 'flowing', 'skirt', 'Ganni']",01E2KX5YSY1P03TG4A0QB483FA,dry_clean_only,no,1,0
2250,63078,73848,01E2KX6DDRNY7C0NX2DXNXDWPB,"['check', 'balloon', 'sleeve', 'midi', 'dress', 'godets', 'inset', 'front', 'back', 'add', 'swingy', 'volume', 'checked', 'midi', 'dress', 'featuring', 'puckered', 'texture', 'trend-savvy', 'balloon', 'sleeve', 'Ganni']",01E2KX6DE3FKVJ1VBVT2FNTJ5X,dry_clean_only,yes,0,1
3450,84452,99739,01E2KX6J3NH4RFH5DWPJMFWS60,"['tate', 'evolution', 'floral', 'print', 'shirtdress', 'grayscale', 'floral', 'print', 'set', 'noir-inspired', 'scene', 'silky', 'shirtdress', 'hidden-button', 'placket', 'easy', 'drawstring', 'waist', 'asymmetrical', 'hem', 'Allsaints']",01E2KX6J3ZWGY39CHQDY99GN69,dry_clean_only,yes,0,1
1687,51219,59452,01E2KX6W1RCNAH7T7KJ8B1WAWW,"['getaway', 'hoodie', 'cropped', 'hoodie', 'cut', 'amazingly', 'soft', 'brushed', 'jersey', 'perfect', 'workout', 'weekend', 'Alo']",01E2KX6W24XCYEF9F5WPX1AABR,dry_clean_only,no,1,0
3105,77806,91430,01E2KX714FYFQ80BHQE8K1FRPB,"['karenia', 'long', 'sleeve', 'cashmere', 'sweater', 'verdict', 'side', 'slit', 'high', 'low', 'hemline', 'relaxed', 'fit', 'mean', 'never', 'many', 'cashmere', 'sweater', 'Theory']",01E2KX714XMY6B0PE9A2XJZYMA,dry_clean_only,yes,0,1
1726,51940,60274,01E2KX832D5JC8V5GYRSVN6A9A,"['edge', 'crop', 'hoodie', 'raw', 'hem', 'cuff', 'add', 'lived-in', 'feel', 'cozy', 'cotton-blend', 'hoodie', 'designed', 'cropped', 'silhouette', 'Alo']",01E2KX832QHADJJNEBB8W1X965,dry_clean_only,no,1,0
2944,75427,88464,01E2KX87XFTGGVGVGHZN7RG2HS,"['toothpick', 'high', 'rise', 'jean', 'high-waist', 'skinny', 'probably', 'perfect', 'black', 'jean', 'thanks', 'wash', 'stay', 'clean', 'dark', 'even', 'multiple', 'laundry', 'cycle', 'J.Crew']",01E2KX87XTKBB547RY6P1RA4VK,dry_clean_only,no,1,0
2831,73646,86345,01E2KX8Q1EC9649EZRB72VF9R6,"['long', 'sleeve', 'cotton', 'shirt', 'crisp', 'cotton', 'shirt', 'play', 'part', 'classic', 'closet', 'staple', 'Vince']",01E2KX8Q1TVQZX6EVHB9VDJKYZ,dry_clean_only,no,1,0
3127,78116,91811,01E2KX8VTYEVD74KJVH9508C14,"['floral', 'print', 'silk', 'top', 'abstract', 'floral', 'print', 'blossom', 'silky', 'balloon-sleeve', 'top', 'elevates', 'everyday', 'style', 'Theory']",01E2KX8VX842P3A3XBXHAJT4HN,dry_clean_only,yes,0,1
4197,107257,127138,01E2KX90B5EVPB2GN59CJ7J8YA,"['boy', 'tee', 'signature', 'peruvian', 'jersey', 'enhances', 'cool', 'comfortable', 'feel', 'short-sleeve', 'tee', 'designed', 'slightly', 'shrunken', 'boyish', 'fit', 'Atm', 'Anthony', 'Thomas', 'Melillo']",01E2KX95G5Q9AR4YG7A8DGPHEX,dry_clean_only,no,1,0
1604,49201,57068,01E2KX95CZ462YGFZ8BFJHHXJK,"['starry', 'night', 'embellished', 'maxi', 'dress', 'light', 'bounce', 'multicolored', 'scale', 'strewn', 'across', 'flowy', 'tiered', 'dress', 'Le', 'Superbe']",01E2KX95DAFCSBBQCRMHDPM167,dry_clean_only,yes,0,1
1516,44766,51890,01E2KX9A5YB72WF9EW93KV2FRE,"['odene', 'fringe', 'sleeve', 'turtleneck', 'sweater', 'cashmere-enhanced', 'merino', 'wool', 'make', 'coziest', 'sweater', 'turtleneck', 'ups', 'style', 'ante', 'single', 'ridge', 'fringe', 'running', 'shoulder', 'cuff', 'Brochu', 'Walker']",01E2KX9A69WAX428PNBK6ZRENS,dry_clean_only,yes,0,1
2223,62383,72978,01E2KX9FE6NQHJEH9PXJA6QAAB,"['print', 'crepe', 'shirt', 'attention-grabbing', 'print', 'elevates', 'easy', 'button-front', 'shirt', 'cut', 'lightweight', 'season-spanning', 'crepe', 'Ganni']",01E2KX9FEGDGXG1PMV74QWQW2N,dry_clean_only,yes,0,1
2973,75853,88974,01E2KX9SSZQ2CP90N9XAW5D242,"['wide', 'leg', 'pant', 'four', 'season', 'stretch', 'update', 'favorite', 'wear-to', 'work', 'pant', 'feature', 'of-the', 'moment', 'wide', 'leg', 'silhouette', 'high', 'rise', 'J.Crew']",01E606F1XG292WRPRT1ZGV99SK,dry_clean_only,no,1,0
3211,79431,93497,01E2KX9Y6NVDS6TVXM5SXRHJ8N,"['ollie', 'cheetah', 'print', 'silk', 'bomber', 'jacket', 'classic', 'sporty', 'bomber', 'go', 'luxe', 'leopard-spotted', 'silk', ""L'Agence""]",01E2KX9Y71GQCNNQYXSN625TTF,dry_clean_only,yes,0,1
2826,73591,86276,01E2KXA3966ZBA7XD6QWZSW2HD,"['silk', 'tank', 'top', 'essence', 'staple', 'piece', 'frequent', 'wear', 'lustrous', 'tank', 'top', 'made', 'rich', 'liquid', 'silk', 'stylish', 'smart', 'Vince']",01E2KXA39GGG2SB0JD4BK2AY50,dry_clean_only,yes,0,1
2828,73600,86286,01E2KXAHMK34PCV2C9YARHM1EE,"['painted', 'floral', 'silk', 'blouse', 'watery', 'blossom', 'drift', 'across', 'black', 'background', 'luxe', 'silk', 'top', 'framed', 'long', 'sleeve', 'Vince']",01E2KXAHMY7WMCRSTC4GW8FRDN,dry_clean_only,yes,0,1
3162,78608,92432,01E2KXAPGS36GS3KKKEDAKVY0K,"['margot', 'high', 'waist', 'ankle', 'skinny', 'jean', 'contrast', 'topstitching', 'highlight', 'svelte', 'look', 'cropped', 'skinny', 'made', 'super-stretchy', 'shape-maintaining', 'denim', ""L'Agence""]",01E2KXAPH6V616SSYN7JMK6TY2,dry_clean_only,no,1,0
2962,75710,88796,01E2KXAV40REBK71SVCYQRKKSM,"['end', 'end', 'boy', 'shirt', 'like', 'menswear-classic', 'button-down', 'shirt', 'made', 'supersoft', 'end-on', 'end', 'cotton', 'J.Crew']",01E2KXAV4CYJ40HSGE3Z36NJ4A,dry_clean_only,no,1,0
2622,69807,81758,01E2KXB09B190CJDY74JV4NM47,"['crop', 'swing', 'cotton', 'tank', 'top', 'thoughtful', 'design', 'delivers', 'soft', 'swing', 'slightly', 'cut-in', 'shoulder', 'wear-everywhere', 'cotton', 'tank', 'sunny', 'day', 'Vince']",01E2KXB09NW6PE9N2JSP0KXV0V,dry_clean_only,no,1,0
3201,79305,93321,01E2KXB52GMH0G3KPJEXFT2C5Y,"['peyton', 'high', 'waist', 'crop', 'skinny', 'jean', 'stacked', 'waistband', 'add', 'subtle', 'difference', 'sleek', 'stretch', 'skinny', ""L'Agence""]",01E2KXB52V9BTRWDHK50KPKPXV,dry_clean_only,no,1,0
3099,77725,91332,01E2KXB9YSCV3EN7Z6RRC0FTSV,"['pleated', 'tank', 'dress', 'swirl', 'scene', 'playful', 'dress', 'cut', 'flattering', 'fit', 'skim', 'body', 'top', 'fall', 'pleat', 'finish', 'Theory']",01E2KXB9Z79E3AHM6N3XKTES5K,dry_clean_only,yes,0,1
2229,62531,73167,01E2KXBKM7XHN4NYMPCV6JE0X7,"['dot', 'georgette', 'wrap', 'maxi', 'dress', 'season-spanning', 'georgette', 'give', 'maxi', 'dress', 'light-as', 'air', 'look', 'shower', 'dot', 'fluttery', 'high', 'low', 'hem', 'add', 'playful', 'detail', 'wrap', 'style', 'Ganni']",01E2KXBKMJ9ZB9GNWZN05YMPY5,dry_clean_only,yes,0,1
2214,62185,72730,01E2KXBRHVJGS6FNHPWYMMS66H,"['oversize', 'hoodie', 'sweater', 'dropped', 'shoulder', 'deep', 'side', 'slit', 'relax', 'shaker-stitch', 'hoodie', 'warmed', 'blend', 'alpaca', 'wool', 'yarn', 'Ganni']",01E2KXBRK4BBW58F3ZCXRSQWHC,dry_clean_only,yes,0,1
2215,62202,72750,01E2KXCDXZ248H843KKE7YJY73,"['floral', 'print', 'pleated', 'georgette', 'long', 'sleeve', 'midi', 'dress', 'dainty', 'ribbon', 'secures', 'frilled', 'collar', 'breezy', 'floral', 'dress', 'textured', 'crisp', 'pleating', 'Ganni']",01E2KXCDY91WKG3A5KQE3KB9KM,dry_clean_only,no,1,0
4010,95389,112934,01E2KXCTNMB89EQ8NQ3DQZZBE6,"['cora', 'floral', 'tile', 'long', 'sleeve', 'silk', 'shirtdress', 'delicately', 'rendered', 'floral', 'add', 'graceful', 'charm', 'silk', 'shirtdress', 'cut', 'unbelted', 'style', 'curved', 'hemline', 'Tory', 'Burch']",01E2KXCTP5ZTD7DJQVTN4JFR8G,dry_clean_only,yes,0,1
3441,84030,99236,01E2KXD4AQBV3RASJH4Q4NMDE3,"['drina', 'ribbed', 'cardigan', 'versatile', 'silhouette', 'soft', 'wool', 'make', 'beautifully', 'draped', 'sweater', 'year-round', 'staple', 'Allsaints']",01E2KXD4B2JY7DRHE2N62RV11F,dry_clean_only,no,1,0
2193,61805,72269,01E2KXD9CXCGPWTJ57P83H2KH3,"['le', 'vintage', 'denim', 'jacket', 'london-leaning', 'swagger', 'combined', 'quality', 'la', 'denim', 'industry', 'produce', 'vintage-inspired', 'denim', 'jacket', 'Frame']",01E2KXD9DJRSQ2370KWE39MAN5,dry_clean_only,no,1,0
4222,107603,127535,01E2KXDWNXJ7N12ZMZ82QSPZHG,"['leopard', 'spot', 'sweater', 'v-neck', 'sweater', 'brightened', 'leopard', 'spot', 'knit', 'cotton', 'cashmere', 'unbelievable', 'softness', 'Atm', 'Anthony', 'Thomas', 'Melillo']",01E2KXDWP7CM62T03JVC5JWB3B,dry_clean_only,yes,0,1
2187,61716,72165,01E2KXE1MZKZ5M7YE542Z3MBPA,"['ruffle', 'front', 'silk', 'top', 'layered', 'ruffle', 'flutter', 'front', 'luminous', 'silk', 'satin', 'blouse', 'Frame']",01E2KXE1N82EK9F3W68R3AJ0E5,dry_clean_only,yes,0,1
1662,50776,58952,01E2KXE6MBXKNAKK6J7KGTFR72,"['aura', 'bike', 'short', 'high', 'waistband', 'give', 'supported', 'fit', 'feel', 'flattering', 'back', 'seaming', 'look', 'cool', 'bike', 'quick-drying', 'performance', 'short', 'Alo']",01E2KXEHW29TDHWF9M5QXJ2147,dry_clean_only,no,1,0
4223,107617,127549,01E2KXEBFW9GY0YE19V0QX6ERK,"['sweater', 'pencil', 'skirt', 'contrast', 'seam', 'glide', 'side', 'sleek', 'pencil', 'skirt', 'knit', 'touch', 'cashmere', 'soft', 'cozy', 'feel', 'Atm', 'Anthony', 'Thomas', 'Melillo']",01E2KXEBG6X0M0DXF2H4DE3812,dry_clean_only,yes,0,1
2964,75726,88815,01E2KXEH2Q2AA2EMJPJVF8R6E7,"['herringbone', 'wool', 'miniskirt', 'short', 'short', 'slimming', 'silhouette', 'structured', 'polished', 'easy-to', 'move-in', 'wool', 'perfect', 'cooler', 'day', 'ahead', 'J.Crew']",01E2KXEH34HTYXBNWVGZNN2GKW,dry_clean_only,yes,0,1
2113,60331,70358,01E2KXEN31Z1SQXPTWRZH0AD4E,"['le', 'high', 'skinny', 'high', 'waist', 'crop', 'jean', 'Frame']",01E2KXEN3AEKSVT2JV75SYT1S2,dry_clean_only,no,1,0
2024,58733,68436,01E2KXFWBBYRM2XX6WSYA8YM95,"['ali', 'high', 'waist', 'release', 'hem', 'cigarette', 'skinny', 'jean', 'inspired', 'london', 'street', 'style', 'made', 'la', 'figure-flattering', 'skinny', 'jean', 'feature', 'ultra-high', 'waist', 'trendy', 'released', 'hem', 'Frame']",01E2KXFWBN5DR9A5S0XQD1SRRR,dry_clean_only,no,1,0
2941,75374,88397,01E2KXGB3Q9GJD9KJ4FVQCVD0P,"['chateau', 'stadium', 'cloth', 'parka', 'make', 'winter', 'coolest', 'season', ""we're"", 'talking', 'forecast', 'J.Crew']",01E2KXGGPJ25D3ED9F9F0SGMFR,dry_clean_only,yes,0,1
1827,53581,62223,01E2KXGFMW1KG721TJTC7400RQ,"['jeanee', 'long', 'sleeve', 'shirtdress', 'shed', 'wintry', 'work', 'layer', 'light', 'airy', 'shirtdress', 'modern', 'minimalist', 'style', 'soft', 'pinstripe', 'waist-defining', 'tie', 'Joie']",01E2KXGFN8B4KWSQMX02Q6TYQ4,dry_clean_only,yes,0,1
1975,57850,67388,01E2KXGNCX5P9TXZ8940DYPJAG,"['le', 'high', 'straight', 'raw', 'edge', 'jean', 'unleash', 'inner', 'rockstar', 'shapely', 'stretch', 'skinny', 'designed', 'cool', 'acid', 'wash', 'amp', 'edge', 'Frame']",01E2KXGND6GCS09DYGCCEK85HY,dry_clean_only,no,1,0
2621,69789,81735,01E2KXH373YP3M380Z0RHDMBB9,"['stretch', 'cotton', 'blend', 'flare', 'crop', 'pant', 'absolute', 'minimalism', 'let', 'chic', 'style', 'come', 'kicky', 'cropped', 'pant', 'cut', 'stretch-kissed', 'cotton', 'blend', 'Vince']",01E2KXH37D5TN6FR0ZFXH1HJAZ,dry_clean_only,no,1,0
2582,69044,80847,01E2KXH85GD0WESKFRXBCKTNM7,"['stretch', 'legging', 'flattering', 'comfortable', 'high-waist', 'legging', 'stretchy', 'italian', 'knit', 'foundation', 'off-duty', 'uniform', 'Vince']",01E2KXH85STS8TW9NZ07H1RBG4,dry_clean_only,no,1,0
1935,57191,66605,01E2KXHHYWH22JSSZGV71HQMEM,"['heritage', 'vintage', 'short', 'roomy', 'fit', 'level', 'laid-back', 'vibe', 'cutoff', 'short', 'authenticated', 'feel-good', 'fade', 'dash', 'destruction', 'Frame']",01E2KXHHZ63MQ5CQ4XQR556GKK,dry_clean_only,no,1,0
3146,78369,92129,01E2KXJ0MY3EYW90RBGT1FBQAW,"['treeca', 'seersucker', 'ankle', 'pant', 'seersucker', 'stripe', 'put', 'preppy', 'spin', 'slim', 'ankle', 'trouser', 'right', 'amount', 'stretch', 'Theory']",01E2KXJ0N9PC1K8VY3743KEYCA,dry_clean_only,yes,0,1
2952,75549,88607,01E2KXJ5J86PHYEKGXEKB883KH,"['toothpick', 'jean', 'lean', 'cropped', 'little', 'bit', 'flirty', 'lightly', 'faded', 'jean', 'feature', 'flattering', 'fit', 'thanks', 'brand', 'new', 'perfecting', 'pocket', 'J.Crew']",01E2KXJ5JKY0JCCHTGBVWJB1CD,dry_clean_only,no,1,0
1759,52506,60963,01E2KXJF4V6H1JR3Z8W78Z1HRM,"['bolona', 'v-neck', 'silk', 'top', 'Joie']",01E2KXJF57PCKHB4ZNGTPZW0DH,dry_clean_only,yes,0,1
2219,62273,72839,01E2KXJRXBTK88AJRQJKYFY096,"['print', 'tie', 'waist', 'midi', 'skirt', 'knotted', 'waist', 'long', 'silhouette', 'lend', 'cool', 'playfully', 'patterned', 'crepe', 'skirt', 'made', 'breezy', 'thigh-high', 'slit', 'Ganni']",01E2KXJRXPQGRC1HG57DYBMMSG,dry_clean_only,no,1,0
1937,57218,66641,01E2KXKPPWN20SVB27H7279PZJ,"['le', 'brigette', 'cloud', 'high', 'waist', 'denim', 'short', 'frame', 'cloud', 'collection', 'cutoff', 'stretch-denim', 'short', 'dyed', 'fresh', 'color', 'inspired', 'malibu', 'sunset', 'Frame']",01E2KXKPSTPHK9R6JJTM2Q8JKT,dry_clean_only,no,1,0
1761,52537,61002,01E2KXMFBYS0C34YDE0DQHAFHR,"['maddalena', 'textured', 'ruffle', 'top', 'wave', 'ruffle', 'enliven', 'staple', 'top', 'delightful', 'way', 'take', 'day', 'greet', 'night', 'Joie']",01E2KXMFC849JYX9ZK16CEYJ30,dry_clean_only,no,1,0
1732,52034,60383,01E2KXMMGAD63V3YPWQ53SYY6W,"['muse', 'ribbed', 'crop', 'hoodie', 'amp', 'cozy', 'vibe', 'cropped', 'loose-fitting', 'hoodie', 'designed', 'textured', 'ribbing', 'soft', 'look', 'feel', 'Alo']",01E2KXN47FEMTDGD8X56Z31GD5,dry_clean_only,no,1,0
1666,50834,59021,01E2KXMRFXVXY5FGE6K99AGNZA,"['ripped', 'high', 'waist', 'short', 'small', 'slit', 'side', 'add', 'interest', 'figure-hugging', 'high-waist', 'short', 'perfect', 'morning', 'vinyasa', 'routine', 'Alo']",01E2KXMRG7EXQQZ5YEDMBE9HKW,dry_clean_only,no,1,0
2773,72596,85105,01E2KXMXFBGWXXWH3YEGGKMRKN,"['tapered', 'wool', 'blend', 'crop', 'pant', 'cropped', 'tapered', 'cut', 'enhances', 'contemporary', 'design', 'versatile', 'wool-blend', 'pant', 'Vince']",01E2KXMXFMHN2XK6T2B9FPE4YZ,dry_clean_only,no,1,0
4006,94954,112426,01E2KXN7DJ6BVN7DF44GXSCQTV,"['metallic', 'stripe', 'sweater', 'modern', 'metallic', 'highlight', 'add', 'light-catching', 'shimmer', 'wavy-striped', 'pullover', 'channel', 'retro', 'style', 'Tory', 'Burch']",01E2KXN7DW4Y8G1F9NEHV4EF29,dry_clean_only,yes,0,1
1814,53387,61995,01E2KXNP8RAJR2MFQST5XEPKEZ,"['ance', 'v-neck', 'silk', 'blouse', 'thoughtful', 'detail', 'elevate', 'silk', 'top', 'delicately', 'gathered', 'neckline', 'pleated', 'back', 'add', 'comfortable', 'flair', 'Joie']",01E2KXNPF5EZ3588GVKEAW90TQ,dry_clean_only,yes,0,1
2617,69690,81621,01E2KXNV1KAX6G0TKX1T6BNDFA,"['band', 'collar', 'silk', 'blouse', 'elevated', 'essential', 'represent', 'smart', 'style', 'solid-shaded', 'silk', 'shirt', 'exquisite', 'choice', 'Vince']",01E2KXP8VK8DFD35925VXMTH78,dry_clean_only,no,1,0
3139,78283,92016,01E2KXP50ZA0SN520AQ5G56VGR,"['mirzi', 'rw', 'regal', 'ribbed', 'long', 'sleeve', 'wool', 'blend', 'sweater', 'Theory']",01E2KXP518E3RX6BQCE3JBQ24E,dry_clean_only,yes,0,1
3197,79228,93221,01E2KXPEKZGQ69Z4KH1V2GTN9Z,"['aoki', 'stripe', 'silk', 'shirt', 'polished', 'silk', 'blouse', 'feature', 'three-quarter', 'sleeve', 'tuck-friendly', 'hem', 'worn', 'loose', 'dip', 'little', 'lower', 'back', 'comfort', ""L'Agence""]",01E2KXPEMA7KRWSQFBTVV6BMB2,dry_clean_only,yes,0,1
3101,77767,91381,01E2KXPQYWWGXMYKGZ28KFCVN6,"['popover', 'classic', 'silk', 'blouse', 'cut', 'pure', 'silk', 'luxe', 'desk-to', 'dinner', 'top', 'feature', 'smart', 'split', 'collar', 'curved', 'shirttail', 'hem', 'Theory']",01E2KXPQZ7TGX76PNN96ERVN5T,dry_clean_only,yes,0,1
2885,74549,87415,01E2KXQ6VFH31269RGQ137MYQY,"['crewneck', 'cashmere', 'sweater', 'cashmere', 'sweater', 'feel', 'crazy', 'soft', 'without', 'crazy', 'expensive', 'surprised', 'want', 'reach', 'every', 'day', 'J.Crew']",01E2KXQE7N41HF2J3EYVXBBBK1,dry_clean_only,yes,0,1
1522,45103,52273,01E2KXQGE8ZHVT9VWRC2TM5D41,"['contrast', 'trim', 'leopard', 'print', 'silk', 'blend', 'minidress', 'flouncy', 'silken', 'dress', 'trimmed', 'contrast', 'floral', 'print', 'shot', 'metallic', 'thread', 'subtle', 'shimmer', 'move', 'Le', 'Superbe']",01E2KXQGEJD2JESY0HTJSNJGYP,dry_clean_only,yes,0,1
2878,74440,87285,01E2KXR969BPZSX3C6XJKC55K8,"['leopard', 'boyfriend', 'crewneck', 'sweater', 'double-knit', 'construction', 'mean', 'supercute', 'leopard', 'pattern', 'knit', 'right', 'cotton-and', 'wool-blend', 'sweater', 'J.Crew']",01E2KXR96PQ5ZVDN5WSRGCVYMY,dry_clean_only,no,1,0
3089,77591,91170,01E2KXRDS7XSFBGZDYSJRCEGMG,"['belted', 'cigarette', 'pant', 'wide', 'belt', 'defines', 'waist', 'slim', 'trouser', 'done', 'classically', 'chic', 'silhouette', 'Theory']",01E2KXRDVSJMBBZHE9EPVTD2N0,dry_clean_only,yes,0,1
2001,58268,67887,01E2KXRJJDT5NYRG0GRJF7BK5H,"['le', 'high', 'rise', 'muscle', 'tee', 'give', 'layering', 'technique', 'little', 'muscle', 'tee', 'smooth', 'soft', 'peruvian', 'cotton', 'Frame']",01E2KXRJJR4Q2D1Q7BX2C18J6Z,dry_clean_only,no,1,0
