,key_0,Unnamed: 0,product_id,final_list,product_color_id,attribute_name,attribute_value,accessory,blazerscoatsjackets,bottom,onepiece,shoe,sweater,sweatshirthoodie,top
5730,93570,110801,01E2M3003K6SQTC10SVSNWTNMN,"['eyelet', 'army', 'jacket', 'floral-eyelet', 'ruffle', 'provide', 'girly', 'counterpoint', 'rugged', 'styling', 'loose-fitting', 'army', 'jacket', 'The', 'Great.']",01E2M30040A8TYJ1H4J9YC7BPM,category,blazerscoatsjackets,0,1,0,0,0,0,0,0
5012,83335,98387,01E2M2ZPEAFFW2PCWM4RQ88DCS,"['eley', 'plume', 'midi', 'dress', 'work-or', 'weekend', 'shirtdress', 'balance', 'practicality', 'flowy', 'cut', 'airy-light', 'fabric', 'modern', 'vibrant', 'print', 'Allsaints']",01E2M2ZPEM9J6TCG5N1Y321WZ0,category,onepiece,0,0,0,1,0,0,0,0
4690,78756,92634,01E2M2ZHHHBT7DF7WGCN1Y5JDY,"['leigh', 'stripe', 'crop', 'silk', 'pant', 'drapey', 'silk', 'pant', 'crisp', 'stripe', 'print', 'pull-on', 'waist', 'boast', 'effortlessly', 'chic', 'day-to', 'evening', 'look', ""L'Agence""]",01E2M2ZHHY9JCS1KE7BR9AP3KE,category,bottom,0,0,1,0,0,0,0,0
5930,96238,113924,01E2M2ZCJY2Y4BFD5DC07KPY78,"['embellished', 'fringe', 'tweed', 'dress', 'crafted', 'two-piece', 'look', 'tweed', 'sheath', 'go', 'beyond', 'fringe', 'gleaming', 'metallic', 'disc', 'encircling', 'raw-look', 'collar', 'cuff', 'Tory', 'Burch']",01E2M2ZCKB9GECTZAEXYXTCMN6,category,onepiece,0,0,0,1,0,0,0,0
5741,93734,110996,01E2M2Z7NANGRHR1WRECA3A5ZG,"['eyelet', 'gunny', 'sack', 'paperbag', 'waist', 'trouser', 'floral-eyelet', 'ruffle', 'frill', 'cropped', 'cotton', 'pant', 'prettier', 'take', 'paperbag-waist', 'trend', 'The', 'Great.']",01E2M2Z7NQYW8A5A5MJ9SC80YC,category,bottom,0,0,1,0,0,0,0,0
4154,70997,83173,01E2M2YXYECWBY0YF9SCYCA997,"['back', 'slit', 'short', 'sleeve', 'silk', 'blouse', 'airy', 'elegant', 'silk', 'blouse', 'get', 'little', 'flirt', 'flow', 'slit', 'centering', 'back', 'Vince']",01E2M2Z7D7EP2PGKPWT32Z196N,category,top,0,0,0,0,0,0,0,1
5111,84679,100024,01E2M2YVGCRVH9RDSJ8GJ5R1CQ,"['mia', 'pointed', 'toe', 'pump', 'tiny', 'stud', 'pepper', 'stretch-inset', 'slingback', 'strap', 'pointy-toe', 'pump', 'lifted', 'slightly', 'low', 'setback', 'heel', 'Allsaints']",01E2M2YVGQXBSH9TZV45DDWS9F,category,shoe,0,0,0,0,1,0,0,0
3593,62562,73206,01E2M2YM87W4Q6D8P4QAHXRPEN,"['leopard', 'print', 'poplin', 'minidress', 'puffy', 'balloon', 'sleeve', 'ruffled', 'pilgrim', 'collar', 'make', 'poplin', 'minidress', 'seem', 'prim', 'leopard', 'print', 'plenty', 'feistiness', 'Ganni']",01E2M2YM8HZ3BBTPDXC2E3KRK3,category,onepiece,0,0,0,1,0,0,0,0
5011,83324,98370,01E2M2Y5HZPDYFEC1WHK4BJHPR,"['laney', 'embellished', 'long', 'sleeve', 'dress', 'always', 'know', 'wear', 'sparkly', 'wrap-front', 'mini', 'flatters', 'date', 'night', 'next', 'party', 'Allsaints']",01E2M2Y5JBGN2C1WJMTS750M40,category,onepiece,0,0,0,1,0,0,0,0
3554,62020,72532,01E2M2X3HD4B27D45961AA84Z9,"['le', 'francoise', 'high', 'waist', 'ankle', 'skinny', 'jean', 're-engineered', 'pocket', 'wider', 'waistband', 'modern', 'tweak', 'signature', 'skinny', 'made', 'super-stretchy', 'body-hugging', 'denim', 'Frame']",01E2M2X3HS6R02AVQ0R13WG1C3,category,bottom,0,0,1,0,0,0,0,0
2687,48588,56325,01E2M2X2MAY4JBD3SWCXG93JPX,"['future', 'ex-boyfriend', 'shirt', 'funky', 'tie-dye', 'medallion', 'burst', 'across', 'drapey', 'shirt', 'inspired', 'effortless', 'cool', 'california', 'surf', 'culture', 'Le', 'Superbe']",01E2M2X2MM483JZK3HQM64XYEQ,category,top,0,0,0,0,0,0,0,1
5907,95943,113580,01E2M2VPDFRP98ZGEG6QAM7RKB,"['kira', 'logo', 'slingback', 'sandal', 'gleaming', 'double', 'hardware', 'refines', 'sporty', 'style', 'slingback', 'sandal', 'featuring', 'soft', 'leather', 'cupsole', 'easily', 'adjustable', 'hook-and', 'loop', 'strap', 'Tory', 'Burch']",01E2M2W248ZXP08JBZFGXW5QKZ,category,shoe,0,0,0,0,1,0,0,0
5912,96004,113648,01E2M2VCKM4J81YKANGHJ1YQA9,"['mini', 'miller', 'leather', 'hobo', 'bag', 'gleaming', 'stacked', 'logo', 'add', 'understated', 'branding', 'roomy', 'hobo', 'made', 'ultrasmooth', 'leather', 'Tory', 'Burch']",01E2M2VCKY5EEKAVNANKFBB35F,category,accessory,1,0,0,0,0,0,0,0
3318,58522,68192,01E2M2V7Y7F4F7T6GBE7T3XY72,"['le', 'second', 'large', 'tote', 'hold', 'everything', 'need', 'day', 'go', 'exquisitely', 'structured', 'italian-leather', 'tote', 'exudes', 'modern', 'refined', 'style', 'Frame']",01E2M2VWQSPKMJ48S1E7FJGDKG,category,accessory,1,0,0,0,0,0,0,0
5106,84618,99953,01E2M2V327M3VP5WMVPAJE5V4T,"['mori', 'leather', 'crossbody', 'bag', 'Allsaints']",01E2M2V32RQEKBAZRDRW30XQ1C,category,accessory,1,0,0,0,0,0,0,0
4701,78926,92853,01E2M2TY4EB9ZQK410F541V1MV,"['ryland', 'high', 'waist', 'denim', 'short', 'angled', 'hem', 'dripping', 'fuzzy', 'fraying', 'hem', 'offer', 'leg-lengthening', 'effect', 'pair', 'classic', 'denim', 'cutoff', ""L'Agence""]",01E2M2TY4S242NVQGPK11HC74M,category,bottom,0,0,1,0,0,0,0,0
5909,95966,113605,01E2M2TMDBPNP3Y36JFEN76BF0,"['metal', 'miller', 'flip', 'flop', 'breezy', 'cleanly', 'styled', 'flip-flop', 'feature', 'tory', 'signature', 'double', 'medallion', 'gracing', 'instep', 'Tory', 'Burch']",01E2M2TMDN1EYHEEMB3SDAC8S6,category,shoe,0,0,0,0,1,0,0,0
3316,58477,68138,01E2M2TFBKDM4PD7N9HFY1S7TQ,"['ali', 'high', 'waist', 'crop', 'wide', 'leg', 'jean', 'retro-cool', 'wide-leg', 'jean', 'faded', 'blue', 'wash', 'looking', 'great', 'brunch', 'running', 'errand', 'Frame']",01E2M2TFBX2TW4Z1DA4551T5DP,category,bottom,0,0,1,0,0,0,0,0
4391,74489,87342,01E2M2TAHQ3Y5JB17NF928SQP3,"['leopard', 'cashmere', 'crewneck', 'sweater', 'season', 'crew', 'put', 'wildly', 'wearable', 'spin', 'classic', 'cashmere', 'crew', 'leopard', 'print', 'J.Crew']",01E2M2TAJ1DESHJFHZBK70NEZN,category,sweater,0,0,0,0,0,1,0,0
5929,96232,113917,01E2M2T5NH2N3QABWDS3HABAPA,"['gigi', 'logo', 'pointy', 'toe', 'pump', 'metallic', 'plate', 'highlighting', 'wrapped', 'heel', 'gleaming', 'logo', 'plaque', 'pointy', 'toe', 'pump', 'polished', 'perfection', 'Tory', 'Burch']",01E2M2T5NW0YJGJDWTSAF33NKV,category,shoe,0,0,0,0,1,0,0,0
4096,70195,82211,01E2M2SQ0BYTY354G671SZJJ20,"['mock', 'neck', 'top', 'versatile', 'staple', 'reach', 'time', 'easy', 'mock', 'neck', 'perfect', 'layering', 'right', 'amount', 'stretch', 'Vince']",01E2M2SQ0WBN46T4BA1K7DGEET,category,top,0,0,0,0,0,0,0,1
3376,59430,69267,01E2M2SJ54SKHBTGD8EF3TDNF4,"['le', 'skinny', 'de', 'jeanne', 'high', 'waist', 'ankle', 'skinny', 'jean', 'dark-rinsed', 'skinny', 'get', 'dashed', 'destruction', 'provide', 'fashion-girl', 'vibe', 'go', 'everything', 'Frame']",01E2M2SJ5F5PDKK5660CR9XXAT,category,bottom,0,0,1,0,0,0,0,0
4165,71166,83380,01E2M2SD8EZQA45K8F4VH1MP59,"['double', 'layer', 'cashmere', 'crewneck', 'sweater', 'want', 'keep', 'contrast', 'detailing', 'low-key', 'level', 'turn', 'cuff', 'cashmere', 'crewneck', 'knit', 'double-faced', 'design', 'Vince']",01E2M2SNS89ZQ1NF12BQK3HWQ6,category,sweater,0,0,0,0,0,1,0,0
3474,60841,71013,01E2M2S8BXXK5P2S50KS8MTDCP,"['le', 'crop', 'mini', 'boot', 'leather', 'pant', 'frame', 'popular', 'cropped', 'bootcut', 'silhouette', 'get', 'edgy', 'upgrade', 'supersoft', 'stretch', 'leather', 'Frame']",01E2M2S8C8C7S0XS165PC4R35J,category,bottom,0,0,1,0,0,0,0,0
3592,62548,73189,01E2M2S3CS4ZNNTCE95PNZF7YA,"['polka', 'dot', 'print', 'cotton', 'poplin', 'short', 'comfortable', 'elastic-waist', 'short', 'cut', 'polka', 'dot', 'cotton', 'poplin', 'perfect', 'complement', 'fun-filled', 'weekend', 'Ganni']",01E2M2S3FCC3H4S9MCRPWG8WW3,category,bottom,0,0,1,0,0,0,0,0
3547,61913,72399,01E2M2RMS4VNHWJPVJ2PJE21JQ,"['le', 'high', 'flare', 'jean', 'higher', 'rise', 'balance', 'flared', 'leg', 'classic', 's-inspired', 'jean', 'crafted', 'premium', 'denim', 'flattering', 'black', 'wash', 'Frame']",01E2M2RMSEAX9ZT9JVJ338VYN8,category,bottom,0,0,1,0,0,0,0,0
4589,77350,90877,01E2M2RB257M1AXV1F8XQP64X0,"['zebra', 'stitch', 'sweater', 'tone-on', 'tone', 'zebra', 'stripe', 'texture', 'wintry', 'white', 'sweater', 'knit', 'soft', 'italian', 'yarn', 'blend', 'feature', 'warming', 'wool-infusion', 'Theory']",01E2M2RB5CKF7VKCCEXXZ4QS4C,category,sweater,0,0,0,0,0,1,0,0
4622,77810,91434,01E2M2R5ZV2KJBS1W12PPM0DZS,"['hekanina', 'core', 'stretch', 'silk', 'short', 'sleeve', 'shirt', 'essential', 'stretch', 'silk', 'shirt', 'take', 'casual', 'approach', 'warm', 'weather', 'outfit', 'jaunty', 'tied', 'waist', 'curved', 'back', 'hem', 'Theory']",01E2M2R605K2H25XSAT0E02ECJ,category,top,0,0,0,0,0,0,0,1
2943,52805,61322,01E2M2R11AETPHH7CFQMW85CVQ,"['tariana', 'jacquard', 'long', 'sleeve', 'blouse', 'white', 'shirt', 'absolutely', 'essential', 'year', 'long', 'textured', 'version', 'set', 'graceful', 'sleeve', 'welcome', 'variation', 'ot', 'theme', 'Joie']",01E2M2R13RGJM04TDC57H0H65W,category,top,0,0,0,0,0,0,0,1
5902,95889,113519,01E2M2QW6G1GCF63W4323AARXD,"['mcgraw', 'leather', 'camera', 'bag', 'hand-sewn', 'pickstitching', 'tassel', 'accent', 'add', 'understated', 'vintage', 'character', 'richly', 'grained', 'crossbody', 'bag', 'complete', 'tonal', 'logo', 'appliqu', 'Tory', 'Burch']",01E603F2M0ASA03N5Q7JSPMMFT,category,accessory,1,0,0,0,0,0,0,0
3594,62582,73232,01E2M2QQR0A0SA92EAGJ686V5M,"['logo', 'graphic', 'tee', 'classic', 'check', 'pattern', 'borrowed', 'men', 'woman', 'wear', 'make', 'patchwork', 'appearance', 'logo', 'jersey', 'tee', 'cut', 'relaxed', 'fit', 'Ganni']",01E2M2QQRBF2TYQ1PKYWX5V06B,category,top,0,0,0,0,0,0,0,1
3623,62981,73735,01E2M2QJR6S1359KJERMT9C4KE,"['leather', 'box', 'bag', 'structured', 'silhouette', 'handcrafted', 'bag', 'sized', 'carry', 'essential', 'complemented', 'signature', 'tortoiseshell', 'acetate', 'accent', 'Ganni']",01E2M2QJRG8B07ZVQ9K0N7J8QS,category,accessory,1,0,0,0,0,0,0,0
3573,62297,72868,01E2M2Q8PQH33YXMTE5R9ZXSMM,"['leopard', 'print', 'sheer', 'georgette', 'long', 'sleeve', 'midi', 'dress', 'loud', 'leopard', 'spot', 'pepper', 'sheer', 'georgette', 'midi', 'dress', 'shaped', 'pliss', 'pleat', 'release', 'billowy', 'wildly', 'ethereal', 'silhouette', 'Ganni']",01E2M2Q8Q4A0QQJSFMEWDHB0E2,category,onepiece,0,0,0,1,0,0,0,0
3628,63055,73819,01E2M2Q3T7N00VMYXH06WKZCXT,"['leopard', 'print', 'long', 'sleeve', 'silk', 'satin', 'midi', 'wrap', 'dress', 'fierce', 'leopard', 'spot', 'voluminous', 'midi-length', 'silhouette', 'define', 'it-girl', 'dress', 'made', 'even', 'cooler', 'slippery', 'stretch', 'satin', 'Ganni']",01E2M2Q3THA0ZQ9F0VHZ8KECCZ,category,onepiece,0,0,0,1,0,0,0,0
4648,78180,91891,01E2M2PYYEFEABYDR10PADVJCG,"['fluid', 'polka', 'dot', 'culotte', 'allover', 'polka', 'dot', 'put', 'retro', 'spin', 'flowy', 'culotte', 'Theory']",01E2M2PZ15HYFBYYK1BWR71ZNB,category,bottom,0,0,1,0,0,0,0,0
4445,75297,88304,01E2M2PG6J4SEA1ZF3RN75K86V,"['jacquard', 'stripe', 'scoop', 'neck', 'midi', 'dress', 'classic', 'scoop-neck', 'silhouette', 'get', 'fun', 'update', 'thanks', 'understated', 'stripe', 'pattern', 'J.Crew']",01E2M2PG73ED1V0DNENEQ3ZX3V,category,onepiece,0,0,0,1,0,0,0,0
3294,58136,67730,01E2M2PBDQKG46GQD11EZKPW23,"['le', 'bardot', 'high', 'waist', 'crop', 'flare', 'jean', 'vintage-inspired', 'style', 'modern', 'comfort', 'cropped', 'flare', 'made', 'frame', 'super-stretch', 'denim', 'shape', 'every', 'move', 'Frame']",01E2M2PBE2RTQZVVK0ZAJZDEG3,category,bottom,0,0,1,0,0,0,0,0
4100,70263,82289,01E2M2NQX5R4XMSJEXAD9WXBV4,"['slip', 'skirt', 'gently', 'rumpled', 'satin', 'lends', 'liquid', 'loveliness', 'slinky', 'skirt', 'form', 'fitting', 'flared', 'Vince']",01E2M2P6J9VR3R569P77N1QQ9K,category,bottom,0,0,1,0,0,0,0,0
6700,107349,127242,01E2M2NK3XBTEM8S1JSYCYRZSF,"['hammered', 'silk', 'tank', 'hammered', 'texture', 'show', 'shine', 'drapey', 'silk', 'tank', 'Atm', 'Anthony', 'Thomas', 'Melillo']",01E2M2NK5QEG2YZ51YPCRRH1E9,category,top,0,0,0,0,0,0,0,1
3395,59737,69639,01E2M2N95FJWHJ8HRKWNCVTMF8,"['le', 'color', 'skinny', 'jean', 'london-inspired', 'style', 'combined', 'quality', 'la', 'denim', 'industry', 'informs', 'chic', 'pair', 'go-to', 'jean', 'classic', 'skinny', 'cut', 'Frame']",01E2M2N95TEK2NG6336XR21EY4,category,bottom,0,0,1,0,0,0,0,0
3379,59470,69316,01E2M2MZN1RTEQTK0SG5KAKXAV,"['stripe', 'ribbed', 'merino', 'wool', 'sweater', 'thin', 'double', 'stripe', 'highlight', 'flutter', 'sleeve', 'ring', 'figure-skimming', 'sweater', 'made', 'extra-fine', 'merino', 'wool', 'Frame']",01E2M2MZNCBNE16ZFH3AFC5AT5,category,sweater,0,0,0,0,0,1,0,0
3588,62500,73127,01E2M2MTK0R0AX5XR6MRQ6NTNJ,"['wide', 'leg', 'heavy', 'crepe', 'trouser', 'relaxed', 'yet', 'polished', 'pant', 'elastic', 'waist', 'flowy', 'leg', 'cuffed', 'hem', 'cut', 'nicely', 'weighted', 'crepe', 'made', 'partially', 'recycled', 'yarn', 'Ganni']",01E2M2MTKBQB4AXQ9RQBSR852V,category,bottom,0,0,1,0,0,0,0,0
3396,59751,69659,01E2M2MNPZCXT5CTQEFFAPW4AS,"['cargo', 'skinny', 'pant', 'updated', 'cargo', 'pant', 'come', 'skinny', 'silhouette', 'edgy', 'zippered', 'hem', 'Frame']",01E2M2MNSBVE5RC1V0M7ZMVCPT,category,bottom,0,0,1,0,0,0,0,0
2771,49957,57981,01E2M2MGRAN41300HSFCSG6ASK,"['tide', 'hammered', 'satin', 'ankle', 'pant', 'modernize', 'ootd', 'adding', 'hammered-satin', 'pant', 'mix', 'tapered', 'ankle-length', 'cut', 'Brochu', 'Walker']",01E2M2MGRQ3H8H4M24Q04SDVW4,category,bottom,0,0,1,0,0,0,0,0
4658,78328,92071,01E2M2M71ERZ8TMEPYA2WA1C52,"['oversize', 'cashmere', 'cardigan', 'rich', 'cashmere', 'softly', 'set', 'scene', 'relaxed', 'cardigan', 'add', 'layer', 'luxury', 'whatever', 'wear', 'Theory']",01E2M2M71RTENY747AAYZ6NCPA,category,sweater,0,0,0,0,0,1,0,0
4094,70178,82192,01E2M2M2RFENP97VFZ3SXKV7C2,"['essential', 'pima', 'cotton', 'crewneck', 'tee', 'staple', 'top', 'one', 'reach', 'make', 'absolute', 'sense', 'choose', 'option', 'made', 'softest', 'cotton', 'find', 'Vince']",01E2M2M2RS3XEV1DR5DG74STQP,category,top,0,0,0,0,0,0,0,1
5076,84236,99483,01E2M2KKW25KNQTV8ZQW0EGSC6,"['roka', 'bootie', 'fashion-forward', 'yet', 'walkable', 'boot', 'feature', 'clean', 'near-seamless', 'design', 'faceted', 'clear', 'heel', 'hint', 'dynamism', 'Allsaints']",01E2M2M9PDD56W79JZ1MN7JEXV,category,shoe,0,0,0,0,1,0,0,0
4269,72658,85175,01E2M2K05QZZMNS3MEKCEY25MM,"['slim', 'silk', 'blouse', 'versatile', 'chic', 'blouse', 'classic', 'button-up', 'one', 'luxe', 'stretch', 'silk', 'Vince']",01E2M2K5HE9HEZ2458EBXBRXHZ,category,top,0,0,0,0,0,0,0,1
2908,52267,60667,01E2M2JV0Y7238STGGQ462QPHV,"['brikly', 'pointelle', 'sweater', 'geometric', 'florals', 'emerge', 'soft', 'pointelle', 'knit', 'sweater', 'styled', 'casually', 'face-flattering', 'boat', 'neck', 'soft', 'shoulder', 'pad', 'bit', 'shape', 'Joie']",01E2M2JV19HGASCQ4RA4PVXGGF,category,sweater,0,0,0,0,0,1,0,0
6703,107391,127290,01E2M2JCEDVVZ1ERSWT7E90ADX,"['boy', 'stretch', 'modal', 'sweater', 'designed', 'atm', 'signature', 'boy', 'fit', 'stretch-modal', 'sweater', 'eased', 'dropped', 'shoulder', 'wider', 'sleeve', 'slightly', 'cropped', 'boxy', 'silhouette', 'Atm', 'Anthony', 'Thomas', 'Melillo']",01E2M2JCEVEBEQ9QZ9VXMXCFQF,category,sweater,0,0,0,0,0,1,0,0
2849,51238,59474,01E2M2HXTHPYP5X61P4V1P4RA0,"['high', 'waist', 'crop', 'jogger', 'pant', 'hit', 'gym', 'lounge', 'home', 'comfy', 'triblend', 'jogger', 'elastic', 'waist', 'side', 'cargo', 'pocket', 'Alo']",01E2M2HXTY13FS3R159CJ93S0V,category,bottom,0,0,1,0,0,0,0,0
6674,106976,126804,01E2M2HSAGK68E0DZ2NBXNM1JV,"['silk', 'jogger', 'pant', 'laid-back', 'luxe', 'quintessential', 'jogger', 'elevated', 'fluid', 'tissue-weight', 'silk', 'Atm', 'Anthony', 'Thomas', 'Melillo']",01E2M2HSDPX06B8HTB5NVG0SDZ,category,bottom,0,0,1,0,0,0,0,0
4691,78773,92654,01E2M2HKVEACFQH1JVBRB7NACJ,"['cameron', 'maxi', 'silk', 'shirtdress', 'elegant', 'yet', 'easy', 'wear', 'midnight-blue', 'silk', 'shirtdress', 'cut', 'long', 'maxi', 'length', 'defined', 'tie', 'belt', 'waist', ""L'Agence""]",01E2M2HKVV85TXFNVTHY27G2DJ,category,onepiece,0,0,0,1,0,0,0,0
4363,74050,86830,01E2M2HF3RFW9NSQ66WSXDWPMF,"['straight', 'leg', 'cargo', 'pant', 'high', 'rise', 'slim', 'straight', 'leg', 'stretchy', 'flattering', 'fabric', 'pant', 'likely', 'live', 'season', 'long', 'J.Crew']",01E2M2HQV1M2ZV7B21D63B7XK9,category,bottom,0,0,1,0,0,0,0,0
5069,84140,99369,01E2M2HAQCVSMKVKKK5ABN40JH,"['martina', 'remix', 'long', 'sleeve', 'dress', 'asymmetrical', 'hemline', 'elasticized', 'waistline', 'slight', 'v-neck', 'brings', 'classic', 'touch', 'blousy', 'dress', 'elevated', 'animal', 'print', 'Allsaints']",01E2M2HAQSEZFHM34438APDTWM,category,onepiece,0,0,0,1,0,0,0,0
5143,85121,100553,01E2M2H5G9ZA0Y41TJNET7Q3E4,"['redar', 'leopard', 'print', 'sweatshirt', 'go', 'off-duty', 'still', 'keep', 'fierce', 'rocker-cool', 'sweatshirt', 'cut', 'plush', 'breathable', 'cotton', 'knit', 'covered', 'wild', 'leopard', 'spot', 'Allsaints']",01E2M2H5JT9M1K02DZCYKS638R,category,sweatshirthoodie,0,0,0,0,0,0,1,0
3907,67588,79096,01E2M2H0EEV27D4N1198GCFMPS,"['mini', 'shirley', 'genuine', 'shearling', 'satchel', 'plush', 'genuine', 'shearling', 'brings', 'textural', 'interplay', 'cult-favorite', 'bag', 'packaged', 'removable', 'zip', 'pouch', 'look', 'equally', 'chic', 'Staud']",01E2M2HPEYB1J2PH4A00B3FXK1,category,accessory,1,0,0,0,0,0,0,0
3387,59616,69493,01E2M2GVRVW6ZKRKNY70K2QPJ7,"['rib', 'organic', 'cotton', 'sweater', 'bracelet-length', 'sleeve', 'slight', 'balloon', 'silhouette', 'lend', 'trend-forward', 'look', 'ribbed', 'sweater', 'knit', 'soft', 'durable', 'organic', 'pima', 'cotton', 'Frame']",01E2M2GVS7JYGWTRHGGW88SC4F,category,sweater,0,0,0,0,0,1,0,0
4728,79321,93342,01E2M2GPV7WC4HZ1YYSN83EAN6,"['aoki', 'silk', 'shirt', 'polished', 'silk', 'blouse', 'feature', 'three-quarter', 'sleeve', 'tuck-friendly', 'hem', 'worn', 'loose', 'dip', 'little', 'lower', 'back', 'comfort', ""L'Agence""]",01E2M2GQ4NKWPXXMJ23E4VDAZC,category,top,0,0,0,0,0,0,0,1
2769,49936,57955,01E2M2GHS42GY3X198SQCF78EM,"['wool', 'cashmere', 'layered', 'sweater', 'simply', 'elegant', 'sweater', 'add', 'artistic', 'element', 'slashed', 'side', 'filled', 'billowy', 'bit', 'contrasted', 'material', 'Brochu', 'Walker']",01E2M2GXHZJ0H6MY2XH0844P3Z,category,sweater,0,0,0,0,0,1,0,0
2798,50336,58438,01E2M2G87MXY9ZXJ1M6HWPZVK9,"['freestyle', 'mock', 'neck', 'sweatshirt', 'raw', 'edge', 'break', 'mock-neck', 'sweatshirt', 'cut', 'soft', 'fleece', 'happy', 'reach', 'Alo']",01E5ZSQ4TVV97K6F5N9X9QPV5Z,category,sweatshirthoodie,0,0,0,0,0,0,1,0
5913,96015,113661,01E2M2G3A3C1WSE1WJRTBFRJ9E,"['crystal', 'buckle', 'flat', 'ring', 'crystal', 'daisy', 'crown', 'graceful', 'pointed', 'toe', 'lovely', 'flat', 'velvety', 'suede', 'Tory', 'Burch']",01E2M2G3ADWMB78TSF44AEA2S6,category,shoe,0,0,0,0,1,0,0,0
4659,78334,92079,01E2M2FT0G52TS7W70TG8YP5T2,"['classic', 'jacket', 'bring', 'updated', 'polish', 'workday', 'front-button', 'jacket', 'marked', 'sophisticated', 'longline', 'fit', 'Theory']",01E2M2FT0XWVCBE6R89DXHBD1T,category,blazerscoatsjackets,0,1,0,0,0,0,0,0
3621,62951,73700,01E2M2FHTSS30WAB4E4WJ829Y6,"['leather', 'crossbody', 'bag', 'expandable', 'silhouette', 'handcrafted', 'bag', 'sized', 'carry', 'essential', 'complemented', 'signature', 'tortoiseshell', 'acetate', 'accent', 'Ganni']",01E2M2FHV79C00SEHYGMPR5CZ0,category,accessory,1,0,0,0,0,0,0,0
3336,58779,68495,01E2M2F1146M76MXSJ5HXMN7AM,"['le', 'second', 'medium', 'colorblock', 'leather', 'tote', 'sized', 'right', 'day', 'go', 'exquisitely', 'structured', 'two-tone', 'leather', 'tote', 'exudes', 'modern', 'refined', 'style', 'Frame']",01E2M2F13W4SWKJF1PN0FADE7T,category,accessory,1,0,0,0,0,0,0,0
2846,51178,59404,01E2M2EP1FGE86Y68K8RJVBZWG,"['blackcomb', 'polar', 'fleece', 'half', 'zip', 'pullover', 'emphasize', 'warm', 'warm-up', 'polar-fleece', 'pullover', 'styled', 'elbow', 'patch', 'generously', 'sized', 'front', 'pocket', 'snap', 'closure', 'Alo']",01E2M2EYD75MGG9FQ99Z2CJFT9,category,blazerscoatsjackets,0,1,0,0,0,0,0,0
3267,57717,67229,01E2M2EDGK51FER7X0K3MNG12B,"['le', 'high', 'flare', 'jean', 'high', 'on-trend', 'rise', 'balance', 'flared', 'leg', 'retro-inspired', 'jean', 'crafted', 'premium', 'made', 'denim', 'Frame']",01E2M2EDK7VPKMM5XEASW7FAXR,category,bottom,0,0,1,0,0,0,0,0
4742,79501,93591,01E2M2E3R38X7D3JCMESQ6ESCD,"['janelle', 'raw', 'cut', 'slim', 'denim', 'jacket', 'closet-staple', 'denim', 'jacket', 'get', 'modern', 'makeover', 'angled', 'felled', 'seam', 'slanted', 'front', 'pocket', 'create', 'slimmer', 'flattering', 'look', ""L'Agence""]",01E2M2E3RGW3F7HFY54PPEP388,category,blazerscoatsjackets,0,1,0,0,0,0,0,0
4404,74697,87589,01E2M2DYRCGMVE3C51KRG2SXJM,"['boyfriend', 'cardigan', 'knit', 'brushed', 'yarn', 'blend', 'feature', 'alpaca', 'merino', 'wool', 'roomy', 'cardigan', 'stretch-kissed', 'itch-free', 'ideal', 'chilly', 'plane', 'office', 'J.Crew']",01E2M2DYRQEHEB4YGG6WWW12DW,category,sweater,0,0,0,0,0,1,0,0
5922,96139,113805,01E2M2DSWHXE79884Y7AYDHM7J,"['print', 'pleated', 'cotton', 'silk', 'wrap', 'skirt', 'released', 'pleat', 'give', 'full', 'flouncy', 'shape', 'cotton-and', 'silk', 'blend', 'skirt', 'simple', 'enough', 'weekday', 'pretty', 'enough', 'party', 'night', 'Tory', 'Burch']",01E2M2DSWWYCA1K6X23ASDNN3Y,category,bottom,0,0,1,0,0,0,0,0
4102,70277,82309,01E2M2DN1VCZ0H0C990MW5KX6Y,"['janna', 'low', 'top', 'sneaker', 'rich', 'textural', 'mix', 'suede', 'leather', 'hardy', 'platform', 'sole', 'distinguish', 'classic', 'low-top', 'sneaker', 'Vince']",01E2M2F4V5WTKMMDG8YDPYKP21,category,shoe,0,0,0,0,1,0,0,0
3317,58483,68145,01E2M2DG1Z2ES104ZH2Y2D8QYY,"['le', 'mix', 'stripe', 'rib', 'cotton', 'cashmere', 'sweater', 'stripe', 'diverge', 'diagonal', 'seam', 'casually', 'cool', 'ribbed', 'sweater', 'knit', 'cotton', 'touch', 'luxe', 'cashmere', 'Frame']",01E2M2DG2AMM17EQKRBFD56D5B,category,sweater,0,0,0,0,0,1,0,0
4178,71356,83609,01E2M2D6GPDG38MXVM23FSYDEY,"['stripe', 'belted', 'utility', 'skirt', 'utility', 'detail', 'slim', 'stripe', 'ramp', 'casual', 'cool', 'breezy', 'belted', 'skirt', 'cut', 'lightweight', 'italian-made', 'fabric', 'Vince']",01E2M2D6H1ZE22JGPNRMR6NFR5,category,bottom,0,0,1,0,0,0,0,0
4098,70221,82240,01E2M2CWJAEVMVAE4138FWH17F,"['square', 'neck', 'sweater', 'tank', 'square', 'neckline', 'finely', 'ribbed', 'texture', 'embolden', 'tank', 'knit', 'solid', 'color', 'easy', 'versatility', 'effortless', 'layering', 'Vince']",01E2M2DDPABM2CY5SKD7BC05B0,category,top,0,0,0,0,0,0,0,1
