,key_0,Unnamed: 0,product_id,final_list,product_color_id,attribute_name,attribute_value,coldweather,daytonight,nightout,vacation,weekend,work,workout
12146,84676,100021,01E2M2YVGCRVH9RDSJ8GJ5R1CQ,"['mia', 'pointed', 'toe', 'pump', 'tiny', 'stud', 'pepper', 'stretch-inset', 'slingback', 'strap', 'pointy-toe', 'pump', 'lifted', 'slightly', 'low', 'setback', 'heel', 'Allsaints']",01E2M2YVGQXBSH9TZV45DDWS9F,occasion,daytonight,0,1,0,0,0,0,0
8571,62561,73205,01E2M2YM87W4Q6D8P4QAHXRPEN,"['leopard', 'print', 'poplin', 'minidress', 'puffy', 'balloon', 'sleeve', 'ruffled', 'pilgrim', 'collar', 'make', 'poplin', 'minidress', 'seem', 'prim', 'leopard', 'print', 'plenty', 'feistiness', 'Ganni']",01E2M2YM8HZ3BBTPDXC2E3KRK3,occasion,daytonight,0,1,0,0,0,0,0
11925,83325,98373,01E2M2Y5HZPDYFEC1WHK4BJHPR,"['laney', 'embellished', 'long', 'sleeve', 'dress', 'always', 'know', 'wear', 'sparkly', 'wrap-front', 'mini', 'flatters', 'date', 'night', 'next', 'party', 'Allsaints']",01E2M2Y5JBGN2C1WJMTS750M40,occasion,nightout,0,0,1,0,0,0,0
8503,62018,72530,01E2M2X3HD4B27D45961AA84Z9,"['le', 'francoise', 'high', 'waist', 'ankle', 'skinny', 'jean', 're-engineered', 'pocket', 'wider', 'waistband', 'modern', 'tweak', 'signature', 'skinny', 'made', 'super-stretchy', 'body-hugging', 'denim', 'Frame']",01E2M2X3HS6R02AVQ0R13WG1C3,occasion,daytonight,0,1,0,0,0,0,0
6564,48582,56319,01E2M2X2MAY4JBD3SWCXG93JPX,"['future', 'ex-boyfriend', 'shirt', 'funky', 'tie-dye', 'medallion', 'burst', 'across', 'drapey', 'shirt', 'inspired', 'effortless', 'cool', 'california', 'surf', 'culture', 'Le', 'Superbe']",01E2M2X2MM483JZK3HQM64XYEQ,occasion,weekend,0,0,0,0,1,0,0
13814,95931,113565,01E2M2VPDFRP98ZGEG6QAM7RKB,"['kira', 'logo', 'slingback', 'sandal', 'gleaming', 'double', 'hardware', 'refines', 'sporty', 'style', 'slingback', 'sandal', 'featuring', 'soft', 'leather', 'cupsole', 'easily', 'adjustable', 'hook-and', 'loop', 'strap', 'Tory', 'Burch']",01E2M2VPDS4JG2SJAQAP7QKW51,occasion,vacation,0,0,0,1,0,0,0
13824,95999,113643,01E2M2VCKM4J81YKANGHJ1YQA9,"['mini', 'miller', 'leather', 'hobo', 'bag', 'gleaming', 'stacked', 'logo', 'add', 'understated', 'branding', 'roomy', 'hobo', 'made', 'ultrasmooth', 'leather', 'Tory', 'Burch']",01E2M2VCKY5EEKAVNANKFBB35F,occasion,weekend,0,0,0,0,1,0,0
7837,58498,68162,01E2M2V7Y7F4F7T6GBE7T3XY72,"['le', 'second', 'large', 'tote', 'hold', 'everything', 'need', 'day', 'go', 'exquisitely', 'structured', 'italian-leather', 'tote', 'exudes', 'modern', 'refined', 'style', 'Frame']",01E2M2VWQSPKMJ48S1E7FJGDKG,occasion,weekend,0,0,0,0,1,0,0
12135,84616,99949,01E2M2V327M3VP5WMVPAJE5V4T,"['mori', 'leather', 'crossbody', 'bag', 'Allsaints']",01E2M2VD3C5PE1MBF20EYMHGHG,occasion,daytonight,0,1,0,0,0,0,0
11267,78929,92856,01E2M2TY4EB9ZQK410F541V1MV,"['ryland', 'high', 'waist', 'denim', 'short', 'angled', 'hem', 'dripping', 'fuzzy', 'fraying', 'hem', 'offer', 'leg-lengthening', 'effect', 'pair', 'classic', 'denim', 'cutoff', ""L'Agence""]",01E2M2TY4S242NVQGPK11HC74M,occasion,vacation,0,0,0,1,0,0,0
13818,95952,113589,01E2M2TMDBPNP3Y36JFEN76BF0,"['metal', 'miller', 'flip', 'flop', 'breezy', 'cleanly', 'styled', 'flip-flop', 'feature', 'tory', 'signature', 'double', 'medallion', 'gracing', 'instep', 'Tory', 'Burch']",01E2M2TMDN1EYHEEMB3SDAC8S6,occasion,vacation,0,0,0,1,0,0,0
7832,58468,68127,01E2M2TFBKDM4PD7N9HFY1S7TQ,"['ali', 'high', 'waist', 'crop', 'wide', 'leg', 'jean', 'retro-cool', 'wide-leg', 'jean', 'faded', 'blue', 'wash', 'looking', 'great', 'brunch', 'running', 'errand', 'Frame']",01E2M2TFBX2TW4Z1DA4551T5DP,occasion,weekend,0,0,0,0,1,0,0
10592,74491,87345,01E2M2TAHQ3Y5JB17NF928SQP3,"['leopard', 'cashmere', 'crewneck', 'sweater', 'season', 'crew', 'put', 'wildly', 'wearable', 'spin', 'classic', 'cashmere', 'crew', 'leopard', 'print', 'J.Crew']",01E2M2TAJ1DESHJFHZBK70NEZN,occasion,nightout,0,0,1,0,0,0,0
13854,96220,113904,01E2M2T5NH2N3QABWDS3HABAPA,"['gigi', 'logo', 'pointy', 'toe', 'pump', 'metallic', 'plate', 'highlighting', 'wrapped', 'heel', 'gleaming', 'logo', 'plaque', 'pointy', 'toe', 'pump', 'polished', 'perfection', 'Tory', 'Burch']",01E2M2T5NW0YJGJDWTSAF33NKV,occasion,work,0,0,0,0,0,1,0
9786,70186,82200,01E2M2SQ0BYTY354G671SZJJ20,"['mock', 'neck', 'top', 'versatile', 'staple', 'reach', 'time', 'easy', 'mock', 'neck', 'perfect', 'layering', 'right', 'amount', 'stretch', 'Vince']",01E2M2STEE6X6BQ88SAYRY40NZ,occasion,daytonight,0,1,0,0,0,0,0
8039,59418,69253,01E2M2SJ54SKHBTGD8EF3TDNF4,"['le', 'skinny', 'de', 'jeanne', 'high', 'waist', 'ankle', 'skinny', 'jean', 'dark-rinsed', 'skinny', 'get', 'dashed', 'destruction', 'provide', 'fashion-girl', 'vibe', 'go', 'everything', 'Frame']",01E2M2SJ5F5PDKK5660CR9XXAT,occasion,nightout,0,0,1,0,0,0,0
9988,71158,83369,01E2M2SD8EZQA45K8F4VH1MP59,"['double', 'layer', 'cashmere', 'crewneck', 'sweater', 'want', 'keep', 'contrast', 'detailing', 'low-key', 'level', 'turn', 'cuff', 'cashmere', 'crewneck', 'knit', 'double-faced', 'design', 'Vince']",01E2M2SD8RZ2Z4C5Z2AS72QHG6,occasion,weekend,0,0,0,0,1,0,0
8301,60836,71008,01E2M2S8BXXK5P2S50KS8MTDCP,"['le', 'crop', 'mini', 'boot', 'leather', 'pant', 'frame', 'popular', 'cropped', 'bootcut', 'silhouette', 'get', 'edgy', 'upgrade', 'supersoft', 'stretch', 'leather', 'Frame']",01E2M2S8C8C7S0XS165PC4R35J,occasion,nightout,0,0,1,0,0,0,0
8569,62546,73187,01E2M2S3CS4ZNNTCE95PNZF7YA,"['polka', 'dot', 'print', 'cotton', 'poplin', 'short', 'comfortable', 'elastic-waist', 'short', 'cut', 'polka', 'dot', 'cotton', 'poplin', 'perfect', 'complement', 'fun-filled', 'weekend', 'Ganni']",01E2M2S3FCC3H4S9MCRPWG8WW3,occasion,daytonight,0,1,0,0,0,0,0
8485,61911,72397,01E2M2RMS4VNHWJPVJ2PJE21JQ,"['le', 'high', 'flare', 'jean', 'higher', 'rise', 'balance', 'flared', 'leg', 'classic', 's-inspired', 'jean', 'crafted', 'premium', 'denim', 'flattering', 'black', 'wash', 'Frame']",01E2M2RMSEAX9ZT9JVJ338VYN8,occasion,daytonight,0,1,0,0,0,0,0
11034,77352,90880,01E2M2RB257M1AXV1F8XQP64X0,"['zebra', 'stitch', 'sweater', 'tone-on', 'tone', 'zebra', 'stripe', 'texture', 'wintry', 'white', 'sweater', 'knit', 'soft', 'italian', 'yarn', 'blend', 'feature', 'warming', 'wool-infusion', 'Theory']",01E2M2RB5CKF7VKCCEXXZ4QS4C,occasion,coldweather,1,0,0,0,0,0,0
11105,77811,91435,01E2M2R5ZV2KJBS1W12PPM0DZS,"['hekanina', 'core', 'stretch', 'silk', 'short', 'sleeve', 'shirt', 'essential', 'stretch', 'silk', 'shirt', 'take', 'casual', 'approach', 'warm', 'weather', 'outfit', 'jaunty', 'tied', 'waist', 'curved', 'back', 'hem', 'Theory']",01E2M2R605K2H25XSAT0E02ECJ,occasion,work,0,0,0,0,0,1,0
7113,52802,61319,01E2M2R11AETPHH7CFQMW85CVQ,"['tariana', 'jacquard', 'long', 'sleeve', 'blouse', 'white', 'shirt', 'absolutely', 'essential', 'year', 'long', 'textured', 'version', 'set', 'graceful', 'sleeve', 'welcome', 'variation', 'ot', 'theme', 'Joie']",01E2M2R13RGJM04TDC57H0H65W,occasion,work,0,0,0,0,0,1,0
13804,95867,113493,01E2M2QW6G1GCF63W4323AARXD,"['mcgraw', 'leather', 'camera', 'bag', 'hand-sewn', 'pickstitching', 'tassel', 'accent', 'add', 'understated', 'vintage', 'character', 'richly', 'grained', 'crossbody', 'bag', 'complete', 'tonal', 'logo', 'appliqu', 'Tory', 'Burch']",01E603F2M0ASA03N5Q7JSPMMFT,occasion,daytonight,0,1,0,0,0,0,0
8573,62580,73230,01E2M2QQR0A0SA92EAGJ686V5M,"['logo', 'graphic', 'tee', 'classic', 'check', 'pattern', 'borrowed', 'men', 'woman', 'wear', 'make', 'patchwork', 'appearance', 'logo', 'jersey', 'tee', 'cut', 'relaxed', 'fit', 'Ganni']",01E2M2QQRBF2TYQ1PKYWX5V06B,occasion,weekend,0,0,0,0,1,0,0
8625,62988,73743,01E2M2QJR6S1359KJERMT9C4KE,"['leather', 'box', 'bag', 'structured', 'silhouette', 'handcrafted', 'bag', 'sized', 'carry', 'essential', 'complemented', 'signature', 'tortoiseshell', 'acetate', 'accent', 'Ganni']",01E2M2QJRG8B07ZVQ9K0N7J8QS,occasion,weekend,0,0,0,0,1,0,0
8537,62306,72883,01E2M2Q8PQH33YXMTE5R9ZXSMM,"['leopard', 'print', 'sheer', 'georgette', 'long', 'sleeve', 'midi', 'dress', 'loud', 'leopard', 'spot', 'pepper', 'sheer', 'georgette', 'midi', 'dress', 'shaped', 'pliss', 'pleat', 'release', 'billowy', 'wildly', 'ethereal', 'silhouette', 'Ganni']",01E2M2Q8Q4A0QQJSFMEWDHB0E2,occasion,weekend,0,0,0,0,1,0,0
8635,63063,73829,01E2M2Q3T7N00VMYXH06WKZCXT,"['leopard', 'print', 'long', 'sleeve', 'silk', 'satin', 'midi', 'wrap', 'dress', 'fierce', 'leopard', 'spot', 'voluminous', 'midi-length', 'silhouette', 'define', 'it-girl', 'dress', 'made', 'even', 'cooler', 'slippery', 'stretch', 'satin', 'Ganni']",01E2M2Q3THA0ZQ9F0VHZ8KECCZ,occasion,daytonight,0,1,0,0,0,0,0
11161,78191,91903,01E2M2PYYEFEABYDR10PADVJCG,"['fluid', 'polka', 'dot', 'culotte', 'allover', 'polka', 'dot', 'put', 'retro', 'spin', 'flowy', 'culotte', 'Theory']",01E2M2PZ15HYFBYYK1BWR71ZNB,occasion,work,0,0,0,0,0,1,0
10720,75286,88292,01E2M2PG6J4SEA1ZF3RN75K86V,"['jacquard', 'stripe', 'scoop', 'neck', 'midi', 'dress', 'classic', 'scoop-neck', 'silhouette', 'get', 'fun', 'update', 'thanks', 'understated', 'stripe', 'pattern', 'J.Crew']",01E2M2PG73ED1V0DNENEQ3ZX3V,occasion,nightout,0,0,1,0,0,0,0
7776,58135,67728,01E2M2PBDQKG46GQD11EZKPW23,"['le', 'bardot', 'high', 'waist', 'crop', 'flare', 'jean', 'vintage-inspired', 'style', 'modern', 'comfort', 'cropped', 'flare', 'made', 'frame', 'super-stretch', 'denim', 'shape', 'every', 'move', 'Frame']",01E2M2PBE2RTQZVVK0ZAJZDEG3,occasion,weekend,0,0,0,0,1,0,0
9798,70250,82272,01E2M2NQX5R4XMSJEXAD9WXBV4,"['slip', 'skirt', 'gently', 'rumpled', 'satin', 'lends', 'liquid', 'loveliness', 'slinky', 'skirt', 'form', 'fitting', 'flared', 'Vince']",01E2M2P6J9VR3R569P77N1QQ9K,occasion,nightout,0,0,1,0,0,0,0
15547,107345,127237,01E2M2NK3XBTEM8S1JSYCYRZSF,"['hammered', 'silk', 'tank', 'hammered', 'texture', 'show', 'shine', 'drapey', 'silk', 'tank', 'Atm', 'Anthony', 'Thomas', 'Melillo']",01E2M2NK5QEG2YZ51YPCRRH1E9,occasion,daytonight,0,1,0,0,0,0,0
8107,59733,69635,01E2M2N95FJWHJ8HRKWNCVTMF8,"['le', 'color', 'skinny', 'jean', 'london-inspired', 'style', 'combined', 'quality', 'la', 'denim', 'industry', 'informs', 'chic', 'pair', 'go-to', 'jean', 'classic', 'skinny', 'cut', 'Frame']",01E2M2N95TEK2NG6336XR21EY4,occasion,daytonight,0,1,0,0,0,0,0
8049,59469,69315,01E2M2MZN1RTEQTK0SG5KAKXAV,"['stripe', 'ribbed', 'merino', 'wool', 'sweater', 'thin', 'double', 'stripe', 'highlight', 'flutter', 'sleeve', 'ring', 'figure-skimming', 'sweater', 'made', 'extra-fine', 'merino', 'wool', 'Frame']",01E2M2MZNCBNE16ZFH3AFC5AT5,occasion,work,0,0,0,0,0,1,0
8561,62497,73124,01E2M2MTK0R0AX5XR6MRQ6NTNJ,"['wide', 'leg', 'heavy', 'crepe', 'trouser', 'relaxed', 'yet', 'polished', 'pant', 'elastic', 'waist', 'flowy', 'leg', 'cuffed', 'hem', 'cut', 'nicely', 'weighted', 'crepe', 'made', 'partially', 'recycled', 'yarn', 'Ganni']",01E2M2MTKBQB4AXQ9RQBSR852V,occasion,daytonight,0,1,0,0,0,0,0
8110,59755,69663,01E2M2MNPZCXT5CTQEFFAPW4AS,"['cargo', 'skinny', 'pant', 'updated', 'cargo', 'pant', 'come', 'skinny', 'silhouette', 'edgy', 'zippered', 'hem', 'Frame']",01E2M2MNSBVE5RC1V0M7ZMVCPT,occasion,weekend,0,0,0,0,1,0,0
6762,49951,57972,01E2M2MGRAN41300HSFCSG6ASK,"['tide', 'hammered', 'satin', 'ankle', 'pant', 'modernize', 'ootd', 'adding', 'hammered-satin', 'pant', 'mix', 'tapered', 'ankle-length', 'cut', 'Brochu', 'Walker']",01E2M2MGRQ3H8H4M24Q04SDVW4,occasion,nightout,0,0,1,0,0,0,0
11182,78316,92056,01E2M2M71ERZ8TMEPYA2WA1C52,"['oversize', 'cashmere', 'cardigan', 'rich', 'cashmere', 'softly', 'set', 'scene', 'relaxed', 'cardigan', 'add', 'layer', 'luxury', 'whatever', 'wear', 'Theory']",01E2M2M71RTENY747AAYZ6NCPA,occasion,work,0,0,0,0,0,1,0
9784,70171,82185,01E2M2M2RFENP97VFZ3SXKV7C2,"['essential', 'pima', 'cotton', 'crewneck', 'tee', 'staple', 'top', 'one', 'reach', 'make', 'absolute', 'sense', 'choose', 'option', 'made', 'softest', 'cotton', 'find', 'Vince']",01E2M2MG9WJZT2KXKT4BDR60NV,occasion,weekend,0,0,0,0,1,0,0
12071,84225,99472,01E2M2KKW25KNQTV8ZQW0EGSC6,"['roka', 'bootie', 'fashion-forward', 'yet', 'walkable', 'boot', 'feature', 'clean', 'near-seamless', 'design', 'faceted', 'clear', 'heel', 'hint', 'dynamism', 'Allsaints']",01E2M2KKWEJA5E8NT4978KP9KN,occasion,coldweather,1,0,0,0,0,0,0
10266,72652,85168,01E2M2K05QZZMNS3MEKCEY25MM,"['slim', 'silk', 'blouse', 'versatile', 'chic', 'blouse', 'classic', 'button-up', 'one', 'luxe', 'stretch', 'silk', 'Vince']",01E2M2K062K3V71A9KSWJ6PKJA,occasion,daytonight,0,1,0,0,0,0,0
7039,52266,60666,01E2M2JV0Y7238STGGQ462QPHV,"['brikly', 'pointelle', 'sweater', 'geometric', 'florals', 'emerge', 'soft', 'pointelle', 'knit', 'sweater', 'styled', 'casually', 'face-flattering', 'boat', 'neck', 'soft', 'shoulder', 'pad', 'bit', 'shape', 'Joie']",01E2M2JV19HGASCQ4RA4PVXGGF,occasion,weekend,0,0,0,0,1,0,0
15554,107389,127287,01E2M2JCEDVVZ1ERSWT7E90ADX,"['boy', 'stretch', 'modal', 'sweater', 'designed', 'atm', 'signature', 'boy', 'fit', 'stretch-modal', 'sweater', 'eased', 'dropped', 'shoulder', 'wider', 'sleeve', 'slightly', 'cropped', 'boxy', 'silhouette', 'Atm', 'Anthony', 'Thomas', 'Melillo']",01E2M2JCEVEBEQ9QZ9VXMXCFQF,occasion,weekend,0,0,0,0,1,0,0
6930,51231,59467,01E2M2HXTHPYP5X61P4V1P4RA0,"['high', 'waist', 'crop', 'jogger', 'pant', 'hit', 'gym', 'lounge', 'home', 'comfy', 'triblend', 'jogger', 'elastic', 'waist', 'side', 'cargo', 'pocket', 'Alo']",01E2M2HXTY13FS3R159CJ93S0V,occasion,workout,0,0,0,0,0,0,1
15486,106975,126803,01E2M2HSAGK68E0DZ2NBXNM1JV,"['silk', 'jogger', 'pant', 'laid-back', 'luxe', 'quintessential', 'jogger', 'elevated', 'fluid', 'tissue-weight', 'silk', 'Atm', 'Anthony', 'Thomas', 'Melillo']",01E2M2HSDPX06B8HTB5NVG0SDZ,occasion,weekend,0,0,0,0,1,0,0
11248,78775,92660,01E2M2HKVEACFQH1JVBRB7NACJ,"['cameron', 'maxi', 'silk', 'shirtdress', 'elegant', 'yet', 'easy', 'wear', 'midnight-blue', 'silk', 'shirtdress', 'cut', 'long', 'maxi', 'length', 'defined', 'tie', 'belt', 'waist', ""L'Agence""]",01E2M2HKVV85TXFNVTHY27G2DJ,occasion,daytonight,0,1,0,0,0,0,0
10526,74040,86818,01E2M2HF3RFW9NSQ66WSXDWPMF,"['straight', 'leg', 'cargo', 'pant', 'high', 'rise', 'slim', 'straight', 'leg', 'stretchy', 'flattering', 'fabric', 'pant', 'likely', 'live', 'season', 'long', 'J.Crew']",01E2M2HF45E6AEB6ZCTTSSYAAC,occasion,weekend,0,0,0,0,1,0,0
12043,84146,99379,01E2M2HAQCVSMKVKKK5ABN40JH,"['martina', 'remix', 'long', 'sleeve', 'dress', 'asymmetrical', 'hemline', 'elasticized', 'waistline', 'slight', 'v-neck', 'brings', 'classic', 'touch', 'blousy', 'dress', 'elevated', 'animal', 'print', 'Allsaints']",01E2M2HAQSEZFHM34438APDTWM,occasion,nightout,0,0,1,0,0,0,0
12208,85111,100541,01E2M2H5G9ZA0Y41TJNET7Q3E4,"['redar', 'leopard', 'print', 'sweatshirt', 'go', 'off-duty', 'still', 'keep', 'fierce', 'rocker-cool', 'sweatshirt', 'cut', 'plush', 'breathable', 'cotton', 'knit', 'covered', 'wild', 'leopard', 'spot', 'Allsaints']",01E2M2H5JT9M1K02DZCYKS638R,occasion,weekend,0,0,0,0,1,0,0
9285,67589,79098,01E2M2H0EEV27D4N1198GCFMPS,"['mini', 'shirley', 'genuine', 'shearling', 'satchel', 'plush', 'genuine', 'shearling', 'brings', 'textural', 'interplay', 'cult-favorite', 'bag', 'packaged', 'removable', 'zip', 'pouch', 'look', 'equally', 'chic', 'Staud']",01E2M2HTQBH0FYGBS6GT0E13RQ,occasion,daytonight,0,1,0,0,0,0,0
8080,59593,69469,01E2M2GVRVW6ZKRKNY70K2QPJ7,"['rib', 'organic', 'cotton', 'sweater', 'bracelet-length', 'sleeve', 'slight', 'balloon', 'silhouette', 'lend', 'trend-forward', 'look', 'ribbed', 'sweater', 'knit', 'soft', 'durable', 'organic', 'pima', 'cotton', 'Frame']",01E2M2H1Q85SR71J102MZX2H80,occasion,weekend,0,0,0,0,1,0,0
11323,79323,93345,01E2M2GPV7WC4HZ1YYSN83EAN6,"['aoki', 'silk', 'shirt', 'polished', 'silk', 'blouse', 'feature', 'three-quarter', 'sleeve', 'tuck-friendly', 'hem', 'worn', 'loose', 'dip', 'little', 'lower', 'back', 'comfort', ""L'Agence""]",01E2M2GQ4NKWPXXMJ23E4VDAZC,occasion,work,0,0,0,0,0,1,0
6756,49923,57938,01E2M2GHS42GY3X198SQCF78EM,"['wool', 'cashmere', 'layered', 'sweater', 'simply', 'elegant', 'sweater', 'add', 'artistic', 'element', 'slashed', 'side', 'filled', 'billowy', 'bit', 'contrasted', 'material', 'Brochu', 'Walker']",01E2M2GHSGY1RTZQWD57VBEPV8,occasion,daytonight,0,1,0,0,0,0,0
6832,50338,58440,01E2M2G87MXY9ZXJ1M6HWPZVK9,"['freestyle', 'mock', 'neck', 'sweatshirt', 'raw', 'edge', 'break', 'mock-neck', 'sweatshirt', 'cut', 'soft', 'fleece', 'happy', 'reach', 'Alo']",01E5ZSQ4TVV97K6F5N9X9QPV5Z,occasion,workout,0,0,0,0,0,0,1
13825,96006,113650,01E2M2G3A3C1WSE1WJRTBFRJ9E,"['crystal', 'buckle', 'flat', 'ring', 'crystal', 'daisy', 'crown', 'graceful', 'pointed', 'toe', 'lovely', 'flat', 'velvety', 'suede', 'Tory', 'Burch']",01E2M2G3ADWMB78TSF44AEA2S6,occasion,daytonight,0,1,0,0,0,0,0
11186,78338,92084,01E2M2FT0G52TS7W70TG8YP5T2,"['classic', 'jacket', 'bring', 'updated', 'polish', 'workday', 'front-button', 'jacket', 'marked', 'sophisticated', 'longline', 'fit', 'Theory']",01E2M2FT0XWVCBE6R89DXHBD1T,occasion,work,0,0,0,0,0,1,0
8621,62952,73701,01E2M2FHTSS30WAB4E4WJ829Y6,"['leather', 'crossbody', 'bag', 'expandable', 'silhouette', 'handcrafted', 'bag', 'sized', 'carry', 'essential', 'complemented', 'signature', 'tortoiseshell', 'acetate', 'accent', 'Ganni']",01E2M2FHV79C00SEHYGMPR5CZ0,occasion,daytonight,0,1,0,0,0,0,0
7905,58772,68488,01E2M2F1146M76MXSJ5HXMN7AM,"['le', 'second', 'medium', 'colorblock', 'leather', 'tote', 'sized', 'right', 'day', 'go', 'exquisitely', 'structured', 'two-tone', 'leather', 'tote', 'exudes', 'modern', 'refined', 'style', 'Frame']",01E2M2F13W4SWKJF1PN0FADE7T,occasion,daytonight,0,1,0,0,0,0,0
6925,51177,59403,01E2M2EP1FGE86Y68K8RJVBZWG,"['blackcomb', 'polar', 'fleece', 'half', 'zip', 'pullover', 'emphasize', 'warm', 'warm-up', 'polar-fleece', 'pullover', 'styled', 'elbow', 'patch', 'generously', 'sized', 'front', 'pocket', 'snap', 'closure', 'Alo']",01E2M2EYD75MGG9FQ99Z2CJFT9,occasion,workout,0,0,0,0,0,0,1
7692,57702,67210,01E2M2EDGK51FER7X0K3MNG12B,"['le', 'high', 'flare', 'jean', 'high', 'on-trend', 'rise', 'balance', 'flared', 'leg', 'retro-inspired', 'jean', 'crafted', 'premium', 'made', 'denim', 'Frame']",01E2M2EDK7VPKMM5XEASW7FAXR,occasion,daytonight,0,1,0,0,0,0,0
11347,79503,93596,01E2M2E3R38X7D3JCMESQ6ESCD,"['janelle', 'raw', 'cut', 'slim', 'denim', 'jacket', 'closet-staple', 'denim', 'jacket', 'get', 'modern', 'makeover', 'angled', 'felled', 'seam', 'slanted', 'front', 'pocket', 'create', 'slimmer', 'flattering', 'look', ""L'Agence""]",01E2M2E3RGW3F7HFY54PPEP388,occasion,weekend,0,0,0,0,1,0,0
10630,74689,87579,01E2M2DYRCGMVE3C51KRG2SXJM,"['boyfriend', 'cardigan', 'knit', 'brushed', 'yarn', 'blend', 'feature', 'alpaca', 'merino', 'wool', 'roomy', 'cardigan', 'stretch-kissed', 'itch-free', 'ideal', 'chilly', 'plane', 'office', 'J.Crew']",01E2M2DYRQEHEB4YGG6WWW12DW,occasion,weekend,0,0,0,0,1,0,0
13842,96149,113818,01E2M2DSWHXE79884Y7AYDHM7J,"['print', 'pleated', 'cotton', 'silk', 'wrap', 'skirt', 'released', 'pleat', 'give', 'full', 'flouncy', 'shape', 'cotton-and', 'silk', 'blend', 'skirt', 'simple', 'enough', 'weekday', 'pretty', 'enough', 'party', 'night', 'Tory', 'Burch']",01E2M2DSWWYCA1K6X23ASDNN3Y,occasion,weekend,0,0,0,0,1,0,0
9804,70279,82311,01E2M2DN1VCZ0H0C990MW5KX6Y,"['janna', 'low', 'top', 'sneaker', 'rich', 'textural', 'mix', 'suede', 'leather', 'hardy', 'platform', 'sole', 'distinguish', 'classic', 'low-top', 'sneaker', 'Vince']",01E2M2F4V5WTKMMDG8YDPYKP21,occasion,daytonight,0,1,0,0,0,0,0
7833,58481,68142,01E2M2DG1Z2ES104ZH2Y2D8QYY,"['le', 'mix', 'stripe', 'rib', 'cotton', 'cashmere', 'sweater', 'stripe', 'diverge', 'diagonal', 'seam', 'casually', 'cool', 'ribbed', 'sweater', 'knit', 'cotton', 'touch', 'luxe', 'cashmere', 'Frame']",01E2M2DG2AMM17EQKRBFD56D5B,occasion,nightout,0,0,1,0,0,0,0
10034,71350,83599,01E2M2D6GPDG38MXVM23FSYDEY,"['stripe', 'belted', 'utility', 'skirt', 'utility', 'detail', 'slim', 'stripe', 'ramp', 'casual', 'cool', 'breezy', 'belted', 'skirt', 'cut', 'lightweight', 'italian-made', 'fabric', 'Vince']",01E2M2D6H1ZE22JGPNRMR6NFR5,occasion,work,0,0,0,0,0,1,0
9792,70227,82246,01E2M2CWJAEVMVAE4138FWH17F,"['square', 'neck', 'sweater', 'tank', 'square', 'neckline', 'finely', 'ribbed', 'texture', 'embolden', 'tank', 'knit', 'solid', 'color', 'easy', 'versatility', 'effortless', 'layering', 'Vince']",01E2M2CWMS64R9ZB2HSB25QBG0,occasion,weekend,0,0,0,0,1,0,0
9777,70134,82137,01E2M2CJVWQT15Y0VFZPQZJRDN,"['cotton', 'linen', 'blend', 'jacket', 'crisp', 'cotton-and', 'linen', 'blazer', 'take', 'relaxed', 'approach', 'boxy', 'fit', 'unstructured', 'blazer', 'fastens', 'single', 'button', 'Vince']",01E2M2CJWACW0A26P26KD5M2CP,occasion,work,0,0,0,0,0,1,0
9779,70149,82156,01E2M2CDV1FK7VKCMVPG1EKSBB,"['stripe', 'ballet', 'neck', 'cashmere', 'sweater', 'essence', 'staple', 'piece', 'frequent', 'wear', 'classic', 'striped', 'sweater', 'knit', 'luxe', 'cashmere', 'stylish', 'smart', 'Vince']",01E2M2CDVB3Q3F2BFMH3R1KMKF,occasion,work,0,0,0,0,0,1,0
10782,75611,88678,01E2M2C4FKCD3HFYKFR31SQHX5,"['hayden', 'kickout', 'crop', 'pant', 'favorite', 'pant', 'bi-stretch', 'cotton', 'blend', ""they're"", 'easy', 'move', 'feature', 'flattering', 'wide', 'waistband', 'perfecting', 'pocket', 'hold', 'J.Crew']",01E2M2C4FY6Y0202QP7689C43N,occasion,work,0,0,0,0,0,1,0
8615,62907,73646,01E2M2AWZYF71XKY1AZDFS9TF6,"['isoli', 'sweatshirt', 'voluminous', 'sleeve', 'bring', 'refreshing', 'new', 'proportion', 'roomy', 'crewneck', 'sweatshirt', 'finished', 'label', 'back', 'confirms', 'it-girl', 'status', 'Ganni']",01E2M2AX09E3GR26NE5BMJRAZA,occasion,weekend,0,0,0,0,1,0,0
10031,71336,83582,01E2M2AR610W81VYK7QH4WSEDD,"['tapered', 'crop', 'pant', 'crisp', 'front', 'pleat', 'accentuate', 'cropped', 'tapered', 'silhouette', 'polished', 'versatile', 'pant', 'Vince']",01E2M2AR6EHSMEX8WHSAEZ8CR3,occasion,coldweather,1,0,0,0,0,0,0
7988,59153,68940,01E2M2AKA0SZCFSQKXK338JJX8,"['croc', 'embossed', 'velvet', 'cami', 'trend-forward', 'croc-embossing', 'highlight', 'velvety', 'texture', 'versatile', 'v-neck', 'cami', 'fashioned', 'adjustable', 'strap', 'perfect', 'fit', 'Frame']",01E2M2AKCTB2XVZEMG22TGFDNH,occasion,daytonight,0,1,0,0,0,0,0
