,key_0,Unnamed: 0,product_id,final_list,product_color_id,attribute_name,attribute_value,androgynous,athleisure,boho,businesscasual,casual,classic,edgy,glam,modern,retro,romantic
9081,53527,62162,01E2M375RDH29TX99D6RTKCE5M,"['park', 'skinny', 'jean', 'ready', 'out-on', 'the-town', 'plan', 'black', 'jean', 'sleek', 'stretch', 'fit', 'get', 'edgy', 'look', 'zip-detailed', 'pocket', 'hem', 'Joie']",01E2M375RTFHYG2TDVCMZKERQB,style,casual,0,0,0,0,1,0,0,0,0,0,0
12238,73054,85652,01E2M3716R0R5E6R0KD0EM6E65,"['cross', 'front', 'hooded', 'sweater', 'achieve', 'luxe', 'look', 'feel', 'woolly', 'cashmere-touched', 'hoodie', 'ready', 'take', 'comfortably', 'day', 'Vince']",01E2M377E49SKK4EW0H9TD1MZM,style,casual,0,0,0,0,1,0,0,0,0,0,0
10119,59303,69117,01E2M36W0TYJCR71BHBVH40D0X,"['pleated', 'detail', 'silk', 'blouse', 'pleat', 'shoulder', 'yoke', 'cuff', 'give', 'touch', 'sharpness', 'billowy', 'silk', 'blouse', 'Frame']",01E2M36W16NRKTJEP43K2QCCV2,style,modern,0,0,0,0,0,0,0,0,1,0,0
12895,77010,90450,01E2M36JB677CHH0PQRCF778ZX,"['core', 'tie', 'front', 'stretch', 'silk', 'shirt', 'essential', 'stretch', 'silk', 'shirt', 'take', 'casual', 'approach', 'addition', 'softly', 'knotted', 'front', 'comfortable', 'elastic', 'back', 'waist', 'Theory']",01E2M36JBJG8MHFRPG2RB0F9ZY,style,casual,0,0,0,0,1,0,0,0,0,0,0
8774,51315,59568,01E2M363NN1AKYNTCSYJ3QMERR,"['plaid', 'high', 'waist', 'legging', 'sporty', 'stripe', 'race', 'side', 'shapely', 'high-waist', 'legging', 'covered', 'trend-right', 'plaid', 'Alo']",01E2M363NZ33QC8T6T95RW3MWT,style,athleisure,0,1,0,0,0,0,0,0,0,0,0
12225,72975,85554,01E2M35YY4ZB5TCXGTKDX0P9D6,"['ribbed', 'wool', 'cashmere', 'long', 'sleeve', 'sweater', 'dress', 'take', 'chilly', 'day', 'streamlined', 'silhouette', 'wearing', 'casually', 'luxe', 'sweater-dress', 'knit', 'warming', 'wool', 'rich', 'cashmere', 'Vince']",01E2M35YYG5049GJY068W0HRPV,style,businesscasual,0,0,0,1,0,0,0,0,0,0,0
13944,83303,98342,01E2M35SV363B71MN36DP8MDYF,"['rina', 'glitz', 'drawstring', 'long', 'sleeve', 'wrap', 'dress', 'switch', 'hemline', 'curve-hugging', 'dress', 'cinch', 'front', 'length', 'choice', 'ready', 'night', 'glam', 'shimmery', 'sparkle', 'Allsaints']",01E2M35SVFSQE95XQBS0YZ576D,style,modern,0,0,0,0,0,0,0,0,1,0,0
10151,59493,69344,01E2M35G2HA425V9QHTYQ6GYDF,"['leather', 'double', 'wrap', 'belt', 'wrap', 'belt', 'double', 'sleek', 'style', 'circular', 'hardware', 'gleam', 'smooth', 'leather', 'Frame']",01E2M35G2YWCXRAR0D352KS6GE,style,businesscasual,0,0,0,1,0,0,0,0,0,0,0
16445,97603,115529,01E2M35BCB64E0RVW3081BTAF0,"['selby', 'flat', 'sandal', 'show', 'pretty', 'pedi', 'square-toe', 'sandal', 'enriched', 'gleaming', 'gold', 'piping', 'tracing', 'footbed', 'Tory', 'Burch']",01E2M35JTD7XPEYEBDENFKYHAZ,style,casual,0,0,0,0,1,0,0,0,0,0,0
16170,96174,113847,01E2M34WK9EJVZN3BTV6C8E7J1,"['small', 'gemini', 'link', 'coated', 'canvas', 'tote', 'signature', 'gemini', 'link', 'motif', 'symbolizes', 'dual', 'offering', 'form', 'function', 'provided', 'sporty', 'tote', 'water-resistant', 'coated', 'canvas', 'Tory', 'Burch']",01E2M354N1YJS5XN3M5NW440ZF,style,classic,0,0,0,0,0,1,0,0,0,0,0
13171,78828,92728,01E2M34E08596DFGEZG1S9RK6V,"['margot', 'coated', 'crop', 'skinny', 'jean', 'lightweight', 'coating', 'imparts', 'subtle', 'sheen', 'cropped', 'skinny', 'cut', 'super-stretchy', 'premium', 'denim', 'hold', 'shape', 'slimming', 'effect', ""L'Agence""]",01E2M34E0MKK44S745KDM92QQX,style,modern,0,0,0,0,0,0,0,0,1,0,0
11861,70482,82558,01E2M34447KDAA41R4YQZSC67F,"['flint', 'espadrille', 'thong', 'sandal', 'layered', 'platform', 'cork', 'jute', 'put', 'summery', 'finish', 'thong', 'sandal', 'secured', 'stretchy', 'strap', 'around', 'ankle', 'Vince']",01E2M3444H7VX67R3D4969C4C2,style,glam,0,0,0,0,0,0,0,1,0,0,0
9085,53553,62192,01E2M33TEMPM7E97TNQ08188Z1,"['ansell', 'flutter', 'sleeve', 'top', 'bring', 'boost', 'prettiness', 'everyday', 'lineup', 'geometric-printed', 'blouse', 'shaped', 'flutter', 'sleeve', 'figure-defining', 'seaming', 'shirring', 'Joie']",01E2M33TF0ZHAJZ163GSWQASTH,style,casual,0,0,0,0,1,0,0,0,0,0,0
8998,53030,61578,01E2M337QE1P6EPTV9WXJG8V17,"['elyanna', 'brushstroke', 'pattern', 'top', 'painterly', 'pattern', 'animates', 'linen-kissed', 'blouse', 'set', 'graceful', 'balloon', 'sleeve', 'slim', 'slit', 'center', 'Joie']",01E2M337QSKAAKJCB53PT41B2K,style,casual,0,0,0,0,1,0,0,0,0,0,0
10122,59317,69132,01E2M331YJAHNF4P7H9Y8G93BM,"['cali', 'gathered', 'silk', 'top', 'gathering', 'along', 'yoke', 'give', 'dainty', 'silk', 'top', 'soft', 'easy', 'shape', 'Frame']",01E2M331YXETB276E354VSFER9,style,businesscasual,0,0,0,1,0,0,0,0,0,0,0
8872,52280,60681,01E2M32XXVTYTR3SG2TN2F3QSB,"['shima', 'silk', 'dress', 'dress', 'made', 'moment', 'call', 'little', 'extra', 'romance', 'extra', 'fuss', 'fashioned', 'smocked', 'detail', 'puff', 'sleeve', 'flounced', 'hem', 'Joie']",01E2M32XY6G34WDZ6JKT4VVE4E,style,classic,0,0,0,0,0,1,0,0,0,0,0
9065,53425,62042,01E2M32R3Z5N5JT7SRHNZ1VNCV,"['derion', 'front', 'button', 'minidress', 'keep', 'simple', 'sweet', 'a-line', 'mini', 'styled', 'smooth', 'front', 'button', 'handy', 'pocket', 'Joie']",01E2M32R65ABYSEA50X7HJZPG5,style,classic,0,0,0,0,0,1,0,0,0,0,0
8759,51137,59358,01E2M31ZZ35Q837278JV1VR403,"['mesmerize', 'high', 'waist', 'capri', 'legging', 'mesh', 'inset', 'ventilate', 'heat', 'create', 'edgy', 'look', 'stretchy', 'legging', 'smoothing', 'high', 'waistband', 'cropped', 'length', 'Alo']",01E2M31ZZF5VAWT916H82W4WR0,style,athleisure,0,1,0,0,0,0,0,0,0,0,0
9775,57233,66659,01E2M31H4H6YXN63HDG566WD1A,"['le', 'beau', 'distressed', 'cuffed', 'short', 'white-hot', 'denim', 'short', 'rip', 'fold-back', 'cuff', 'comfy', 'casual', 'addition', 'warm-weather', 'rotation', 'Frame']",01E2M31H4VD7PAHZCMDXMHG520,style,casual,0,0,0,0,1,0,0,0,0,0,0
15720,93655,110901,01E2M317HH0SVWAQ48HNB6CBG3,"['convertible', 'floral', 'jacquard', 'trouser', 'lustrous', 'jacquard', 'vine', 'curve', 'curl', 'across', 'easy', 'trouser', 'styled', 'wraparound', 'tie', 'belt', 'let', 'wear', 'high', 'waist', 'low', 'slouchy', 'The', 'Great.']",01E2M317HWVH2EXNFTM3D8X91Z,style,casual,0,0,0,0,1,0,0,0,0,0,0
8601,49842,57840,01E2M312RJVJ6GNVBPE3W5N1EV,"['wool', 'cashmere', 'layered', 'pullover', 'put-together', 'look', 'layering', 'mix', 'medium', 'sweater', 'knit', 'wool', 'cashmere', 'one-and', 'done', 'dressing', 'right', 'Brochu', 'Walker']",01E2M312RYC7K95GPN5R3TKAJE,style,businesscasual,0,0,0,1,0,0,0,0,0,0,0
10722,62847,73574,01E2M30XP3CARY6WWR56NPA909,"['leopard', 'print', 'mesh', 'long', 'sleeve', 'midi', 'dress', 'signature', 'balloon', 'sleeve', 'carefree', 'vibe', 'leopard-printed', 'mesh', 'wrap', 'dress', 'flutter', 'floor', 'tiered', 'ruffled', 'high', 'low', 'hem', 'Ganni']",01E2M30XS5VXDQHERGYK6XD5RV,style,modern,0,0,0,0,0,0,0,0,1,0,0
13027,77962,91618,01E2M30RM4WK1HJWBX7Z4EDJ8Q,"['etienne', 'pinstripe', 'stretch', 'wool', 'blazer', 'cut', 'seasonless', 'italian', 'stretch', 'wool', 'pinstriped', 'power', 'jacket', 'take', 'desk', 'dinner', 'ease', 'Theory']",01E2M30RMESDRE9SAJ1HYRWZRY,style,businesscasual,0,0,0,1,0,0,0,0,0,0,0
12986,77671,91264,01E2M30EYV6M0JABW6JM5T0NMR,"['sleeveless', 'turtleneck', 'top', 'heathered-knit', 'design', 'eas', 'trim', 'fit', 'chic', 'sleeveless', 'top', 'styled', 'low-profile', 'turtleneck', 'Theory']",01E2M30EZ6B9PSPDGF58T6DNQV,style,businesscasual,0,0,0,1,0,0,0,0,0,0,0
11546,68354,80030,01E2M30A2C0G39D0XD44EHZWXK,"['jestin', 'sandal', 'tortoiseshell', 'heel', 'cut', 'graceful', 'curve', 'distinguishes', 'chic', 'slide', 'sandal', 'stride', 'easily', 'day', 'night', 'work', 'weekend', 'Vince']",01E2M30YQ3AN2C14C079XTBTKZ,style,casual,0,0,0,0,1,0,0,0,0,0,0
15702,93569,110799,01E2M3003K6SQTC10SVSNWTNMN,"['eyelet', 'army', 'jacket', 'floral-eyelet', 'ruffle', 'provide', 'girly', 'counterpoint', 'rugged', 'styling', 'loose-fitting', 'army', 'jacket', 'The', 'Great.']",01E2M30040A8TYJ1H4J9YC7BPM,style,boho,0,0,1,0,0,0,0,0,0,0,0
13949,83342,98397,01E2M2ZPEAFFW2PCWM4RQ88DCS,"['eley', 'plume', 'midi', 'dress', 'work-or', 'weekend', 'shirtdress', 'balance', 'practicality', 'flowy', 'cut', 'airy-light', 'fabric', 'modern', 'vibrant', 'print', 'Allsaints']",01E2M2ZPEM9J6TCG5N1Y321WZ0,style,romantic,0,0,0,0,0,0,0,0,0,0,1
13162,78759,92637,01E2M2ZHHHBT7DF7WGCN1Y5JDY,"['leigh', 'stripe', 'crop', 'silk', 'pant', 'drapey', 'silk', 'pant', 'crisp', 'stripe', 'print', 'pull-on', 'waist', 'boast', 'effortlessly', 'chic', 'day-to', 'evening', 'look', ""L'Agence""]",01E2M2ZHHY9JCS1KE7BR9AP3KE,style,modern,0,0,0,0,0,0,0,0,1,0,0
16184,96242,113929,01E2M2ZCJY2Y4BFD5DC07KPY78,"['embellished', 'fringe', 'tweed', 'dress', 'crafted', 'two-piece', 'look', 'tweed', 'sheath', 'go', 'beyond', 'fringe', 'gleaming', 'metallic', 'disc', 'encircling', 'raw-look', 'collar', 'cuff', 'Tory', 'Burch']",01E2M2ZCKB9GECTZAEXYXTCMN6,style,businesscasual,0,0,0,1,0,0,0,0,0,0,0
15736,93730,110992,01E2M2Z7NANGRHR1WRECA3A5ZG,"['eyelet', 'gunny', 'sack', 'paperbag', 'waist', 'trouser', 'floral-eyelet', 'ruffle', 'frill', 'cropped', 'cotton', 'pant', 'prettier', 'take', 'paperbag-waist', 'trend', 'The', 'Great.']",01E2M2Z7NQYW8A5A5MJ9SC80YC,style,casual,0,0,0,0,1,0,0,0,0,0,0
11934,71002,83179,01E2M2YXYECWBY0YF9SCYCA997,"['back', 'slit', 'short', 'sleeve', 'silk', 'blouse', 'airy', 'elegant', 'silk', 'blouse', 'get', 'little', 'flirt', 'flow', 'slit', 'centering', 'back', 'Vince']",01E2M2YXZXT35F93EFZYAQ1M0K,style,businesscasual,0,0,0,1,0,0,0,0,0,0,0
14208,84667,100011,01E2M2YVGCRVH9RDSJ8GJ5R1CQ,"['mia', 'pointed', 'toe', 'pump', 'tiny', 'stud', 'pepper', 'stretch-inset', 'slingback', 'strap', 'pointy-toe', 'pump', 'lifted', 'slightly', 'low', 'setback', 'heel', 'Allsaints']",01E2M2YVGQXBSH9TZV45DDWS9F,style,modern,0,0,0,0,0,0,0,0,1,0,0
10667,62569,73214,01E2M2YM87W4Q6D8P4QAHXRPEN,"['leopard', 'print', 'poplin', 'minidress', 'puffy', 'balloon', 'sleeve', 'ruffled', 'pilgrim', 'collar', 'make', 'poplin', 'minidress', 'seem', 'prim', 'leopard', 'print', 'plenty', 'feistiness', 'Ganni']",01E2M2YM8HZ3BBTPDXC2E3KRK3,style,casual,0,0,0,0,1,0,0,0,0,0,0
13947,83320,98366,01E2M2Y5HZPDYFEC1WHK4BJHPR,"['laney', 'embellished', 'long', 'sleeve', 'dress', 'always', 'know', 'wear', 'sparkly', 'wrap-front', 'mini', 'flatters', 'date', 'night', 'next', 'party', 'Allsaints']",01E2M2Y5JBGN2C1WJMTS750M40,style,glam,0,0,0,0,0,0,0,1,0,0,0
10574,62023,72536,01E2M2X3HD4B27D45961AA84Z9,"['le', 'francoise', 'high', 'waist', 'ankle', 'skinny', 'jean', 're-engineered', 'pocket', 'wider', 'waistband', 'modern', 'tweak', 'signature', 'skinny', 'made', 'super-stretchy', 'body-hugging', 'denim', 'Frame']",01E2M2X3HS6R02AVQ0R13WG1C3,style,casual,0,0,0,0,1,0,0,0,0,0,0
8391,48590,56328,01E2M2X2MAY4JBD3SWCXG93JPX,"['future', 'ex-boyfriend', 'shirt', 'funky', 'tie-dye', 'medallion', 'burst', 'across', 'drapey', 'shirt', 'inspired', 'effortless', 'cool', 'california', 'surf', 'culture', 'Le', 'Superbe']",01E2M2X2MM483JZK3HQM64XYEQ,style,casual,0,0,0,0,1,0,0,0,0,0,0
16128,95922,113556,01E2M2VPDFRP98ZGEG6QAM7RKB,"['kira', 'logo', 'slingback', 'sandal', 'gleaming', 'double', 'hardware', 'refines', 'sporty', 'style', 'slingback', 'sandal', 'featuring', 'soft', 'leather', 'cupsole', 'easily', 'adjustable', 'hook-and', 'loop', 'strap', 'Tory', 'Burch']",01E2M2VPDS4JG2SJAQAP7QKW51,style,modern,0,0,0,0,0,0,0,0,1,0,0
16142,95997,113640,01E2M2VCKM4J81YKANGHJ1YQA9,"['mini', 'miller', 'leather', 'hobo', 'bag', 'gleaming', 'stacked', 'logo', 'add', 'understated', 'branding', 'roomy', 'hobo', 'made', 'ultrasmooth', 'leather', 'Tory', 'Burch']",01E2M2VCKY5EEKAVNANKFBB35F,style,classic,0,0,0,0,0,1,0,0,0,0,0
9970,58502,68167,01E2M2V7Y7F4F7T6GBE7T3XY72,"['le', 'second', 'large', 'tote', 'hold', 'everything', 'need', 'day', 'go', 'exquisitely', 'structured', 'italian-leather', 'tote', 'exudes', 'modern', 'refined', 'style', 'Frame']",01E2M2VWQSPKMJ48S1E7FJGDKG,style,casual,0,0,0,0,1,0,0,0,0,0,0
14197,84624,99959,01E2M2V327M3VP5WMVPAJE5V4T,"['mori', 'leather', 'crossbody', 'bag', 'Allsaints']",01E2M2V69TD5DAN3AB8C86ASJD,style,classic,0,0,0,0,0,1,0,0,0,0,0
13188,78921,92846,01E2M2TY4EB9ZQK410F541V1MV,"['ryland', 'high', 'waist', 'denim', 'short', 'angled', 'hem', 'dripping', 'fuzzy', 'fraying', 'hem', 'offer', 'leg-lengthening', 'effect', 'pair', 'classic', 'denim', 'cutoff', ""L'Agence""]",01E2M2TY4S242NVQGPK11HC74M,style,classic,0,0,0,0,0,1,0,0,0,0,0
16134,95960,113599,01E2M2TMDBPNP3Y36JFEN76BF0,"['metal', 'miller', 'flip', 'flop', 'breezy', 'cleanly', 'styled', 'flip-flop', 'feature', 'tory', 'signature', 'double', 'medallion', 'gracing', 'instep', 'Tory', 'Burch']",01E2M2TMDN1EYHEEMB3SDAC8S6,style,classic,0,0,0,0,0,1,0,0,0,0,0
9964,58465,68123,01E2M2TFBKDM4PD7N9HFY1S7TQ,"['ali', 'high', 'waist', 'crop', 'wide', 'leg', 'jean', 'retro-cool', 'wide-leg', 'jean', 'faded', 'blue', 'wash', 'looking', 'great', 'brunch', 'running', 'errand', 'Frame']",01E2M2TFBX2TW4Z1DA4551T5DP,style,retro,0,0,0,0,0,0,0,0,0,1,0
12482,74481,87333,01E2M2TAHQ3Y5JB17NF928SQP3,"['leopard', 'cashmere', 'crewneck', 'sweater', 'season', 'crew', 'put', 'wildly', 'wearable', 'spin', 'classic', 'cashmere', 'crew', 'leopard', 'print', 'J.Crew']",01E2M2TAJ1DESHJFHZBK70NEZN,style,modern,0,0,0,0,0,0,0,0,1,0,0
16182,96223,113908,01E2M2T5NH2N3QABWDS3HABAPA,"['gigi', 'logo', 'pointy', 'toe', 'pump', 'metallic', 'plate', 'highlighting', 'wrapped', 'heel', 'gleaming', 'logo', 'plaque', 'pointy', 'toe', 'pump', 'polished', 'perfection', 'Tory', 'Burch']",01E2M2T5NW0YJGJDWTSAF33NKV,style,modern,0,0,0,0,0,0,0,0,1,0,0
11820,70197,82213,01E2M2SQ0BYTY354G671SZJJ20,"['mock', 'neck', 'top', 'versatile', 'staple', 'reach', 'time', 'easy', 'mock', 'neck', 'perfect', 'layering', 'right', 'amount', 'stretch', 'Vince']",01E2M2SQ0WBN46T4BA1K7DGEET,style,classic,0,0,0,0,0,1,0,0,0,0,0
10139,59414,69248,01E2M2SJ54SKHBTGD8EF3TDNF4,"['le', 'skinny', 'de', 'jeanne', 'high', 'waist', 'ankle', 'skinny', 'jean', 'dark-rinsed', 'skinny', 'get', 'dashed', 'destruction', 'provide', 'fashion-girl', 'vibe', 'go', 'everything', 'Frame']",01E2M2SJ5F5PDKK5660CR9XXAT,style,edgy,0,0,0,0,0,0,1,0,0,0,0
11956,71170,83384,01E2M2SD8EZQA45K8F4VH1MP59,"['double', 'layer', 'cashmere', 'crewneck', 'sweater', 'want', 'keep', 'contrast', 'detailing', 'low-key', 'level', 'turn', 'cuff', 'cashmere', 'crewneck', 'knit', 'double-faced', 'design', 'Vince']",01E2M2SNS89ZQ1NF12BQK3HWQ6,style,businesscasual,0,0,0,1,0,0,0,0,0,0,0
10373,60835,71007,01E2M2S8BXXK5P2S50KS8MTDCP,"['le', 'crop', 'mini', 'boot', 'leather', 'pant', 'frame', 'popular', 'cropped', 'bootcut', 'silhouette', 'get', 'edgy', 'upgrade', 'supersoft', 'stretch', 'leather', 'Frame']",01E2M2S8C8C7S0XS165PC4R35J,style,glam,0,0,0,0,0,0,0,1,0,0,0
10665,62554,73196,01E2M2S3CS4ZNNTCE95PNZF7YA,"['polka', 'dot', 'print', 'cotton', 'poplin', 'short', 'comfortable', 'elastic-waist', 'short', 'cut', 'polka', 'dot', 'cotton', 'poplin', 'perfect', 'complement', 'fun-filled', 'weekend', 'Ganni']",01E2M2S3FCC3H4S9MCRPWG8WW3,style,casual,0,0,0,0,1,0,0,0,0,0,0
10560,61904,72389,01E2M2RMS4VNHWJPVJ2PJE21JQ,"['le', 'high', 'flare', 'jean', 'higher', 'rise', 'balance', 'flared', 'leg', 'classic', 's-inspired', 'jean', 'crafted', 'premium', 'denim', 'flattering', 'black', 'wash', 'Frame']",01E2M2RMSEAX9ZT9JVJ338VYN8,style,retro,0,0,0,0,0,0,0,0,0,1,0
12943,77354,90882,01E2M2RB257M1AXV1F8XQP64X0,"['zebra', 'stitch', 'sweater', 'tone-on', 'tone', 'zebra', 'stripe', 'texture', 'wintry', 'white', 'sweater', 'knit', 'soft', 'italian', 'yarn', 'blend', 'feature', 'warming', 'wool-infusion', 'Theory']",01E2M2RB5CKF7VKCCEXXZ4QS4C,style,casual,0,0,0,0,1,0,0,0,0,0,0
13008,77813,91437,01E2M2R5ZV2KJBS1W12PPM0DZS,"['hekanina', 'core', 'stretch', 'silk', 'short', 'sleeve', 'shirt', 'essential', 'stretch', 'silk', 'shirt', 'take', 'casual', 'approach', 'warm', 'weather', 'outfit', 'jaunty', 'tied', 'waist', 'curved', 'back', 'hem', 'Theory']",01E2M2R605K2H25XSAT0E02ECJ,style,businesscasual,0,0,0,1,0,0,0,0,0,0,0
8963,52807,61324,01E2M2R11AETPHH7CFQMW85CVQ,"['tariana', 'jacquard', 'long', 'sleeve', 'blouse', 'white', 'shirt', 'absolutely', 'essential', 'year', 'long', 'textured', 'version', 'set', 'graceful', 'sleeve', 'welcome', 'variation', 'ot', 'theme', 'Joie']",01E2M2R13RGJM04TDC57H0H65W,style,casual,0,0,0,0,1,0,0,0,0,0,0
16118,95866,113489,01E2M2QW6G1GCF63W4323AARXD,"['mcgraw', 'leather', 'camera', 'bag', 'hand-sewn', 'pickstitching', 'tassel', 'accent', 'add', 'understated', 'vintage', 'character', 'richly', 'grained', 'crossbody', 'bag', 'complete', 'tonal', 'logo', 'appliqu', 'Tory', 'Burch']",01E603F2M0ASA03N5Q7JSPMMFT,style,casual,0,0,0,0,1,0,0,0,0,0,0
10670,62579,73229,01E2M2QQR0A0SA92EAGJ686V5M,"['logo', 'graphic', 'tee', 'classic', 'check', 'pattern', 'borrowed', 'men', 'woman', 'wear', 'make', 'patchwork', 'appearance', 'logo', 'jersey', 'tee', 'cut', 'relaxed', 'fit', 'Ganni']",01E2M2QQRBF2TYQ1PKYWX5V06B,style,casual,0,0,0,0,1,0,0,0,0,0,0
10749,62979,73733,01E2M2QJR6S1359KJERMT9C4KE,"['leather', 'box', 'bag', 'structured', 'silhouette', 'handcrafted', 'bag', 'sized', 'carry', 'essential', 'complemented', 'signature', 'tortoiseshell', 'acetate', 'accent', 'Ganni']",01E2M2QJRG8B07ZVQ9K0N7J8QS,style,modern,0,0,0,0,0,0,0,0,1,0,0
10619,62301,72874,01E2M2Q8PQH33YXMTE5R9ZXSMM,"['leopard', 'print', 'sheer', 'georgette', 'long', 'sleeve', 'midi', 'dress', 'loud', 'leopard', 'spot', 'pepper', 'sheer', 'georgette', 'midi', 'dress', 'shaped', 'pliss', 'pleat', 'release', 'billowy', 'wildly', 'ethereal', 'silhouette', 'Ganni']",01E2M2Q8Q4A0QQJSFMEWDHB0E2,style,casual,0,0,0,0,1,0,0,0,0,0,0
10767,63059,73824,01E2M2Q3T7N00VMYXH06WKZCXT,"['leopard', 'print', 'long', 'sleeve', 'silk', 'satin', 'midi', 'wrap', 'dress', 'fierce', 'leopard', 'spot', 'voluminous', 'midi-length', 'silhouette', 'define', 'it-girl', 'dress', 'made', 'even', 'cooler', 'slippery', 'stretch', 'satin', 'Ganni']",01E2M2Q3THA0ZQ9F0VHZ8KECCZ,style,casual,0,0,0,0,1,0,0,0,0,0,0
13065,78183,91895,01E2M2PYYEFEABYDR10PADVJCG,"['fluid', 'polka', 'dot', 'culotte', 'allover', 'polka', 'dot', 'put', 'retro', 'spin', 'flowy', 'culotte', 'Theory']",01E2M2PZ15HYFBYYK1BWR71ZNB,style,retro,0,0,0,0,0,0,0,0,0,1,0
12611,75281,88285,01E2M2PG6J4SEA1ZF3RN75K86V,"['jacquard', 'stripe', 'scoop', 'neck', 'midi', 'dress', 'classic', 'scoop-neck', 'silhouette', 'get', 'fun', 'update', 'thanks', 'understated', 'stripe', 'pattern', 'J.Crew']",01E2M2PG73ED1V0DNENEQ3ZX3V,style,classic,0,0,0,0,0,1,0,0,0,0,0
9917,58143,67738,01E2M2PBDQKG46GQD11EZKPW23,"['le', 'bardot', 'high', 'waist', 'crop', 'flare', 'jean', 'vintage-inspired', 'style', 'modern', 'comfort', 'cropped', 'flare', 'made', 'frame', 'super-stretch', 'denim', 'shape', 'every', 'move', 'Frame']",01E2M2PBE2RTQZVVK0ZAJZDEG3,style,retro,0,0,0,0,0,0,0,0,0,1,0
11830,70258,82280,01E2M2NQX5R4XMSJEXAD9WXBV4,"['slip', 'skirt', 'gently', 'rumpled', 'satin', 'lends', 'liquid', 'loveliness', 'slinky', 'skirt', 'form', 'fitting', 'flared', 'Vince']",01E2M2NQZHQPKJSV92HM0XS8JK,style,glam,0,0,0,0,0,0,0,1,0,0,0
18229,107352,127245,01E2M2NK3XBTEM8S1JSYCYRZSF,"['hammered', 'silk', 'tank', 'hammered', 'texture', 'show', 'shine', 'drapey', 'silk', 'tank', 'Atm', 'Anthony', 'Thomas', 'Melillo']",01E2M2NK5QEG2YZ51YPCRRH1E9,style,romantic,0,0,0,0,0,0,0,0,0,0,1
10186,59730,69632,01E2M2N95FJWHJ8HRKWNCVTMF8,"['le', 'color', 'skinny', 'jean', 'london-inspired', 'style', 'combined', 'quality', 'la', 'denim', 'industry', 'informs', 'chic', 'pair', 'go-to', 'jean', 'classic', 'skinny', 'cut', 'Frame']",01E2M2N95TEK2NG6336XR21EY4,style,glam,0,0,0,0,0,0,0,1,0,0,0
10147,59471,69317,01E2M2MZN1RTEQTK0SG5KAKXAV,"['stripe', 'ribbed', 'merino', 'wool', 'sweater', 'thin', 'double', 'stripe', 'highlight', 'flutter', 'sleeve', 'ring', 'figure-skimming', 'sweater', 'made', 'extra-fine', 'merino', 'wool', 'Frame']",01E2M2MZNCBNE16ZFH3AFC5AT5,style,casual,0,0,0,0,1,0,0,0,0,0,0
10655,62489,73113,01E2M2MTK0R0AX5XR6MRQ6NTNJ,"['wide', 'leg', 'heavy', 'crepe', 'trouser', 'relaxed', 'yet', 'polished', 'pant', 'elastic', 'waist', 'flowy', 'leg', 'cuffed', 'hem', 'cut', 'nicely', 'weighted', 'crepe', 'made', 'partially', 'recycled', 'yarn', 'Ganni']",01E2M2MTKBQB4AXQ9RQBSR852V,style,modern,0,0,0,0,0,0,0,0,1,0,0
10191,59748,69654,01E2M2MNPZCXT5CTQEFFAPW4AS,"['cargo', 'skinny', 'pant', 'updated', 'cargo', 'pant', 'come', 'skinny', 'silhouette', 'edgy', 'zippered', 'hem', 'Frame']",01E2M2MNSBVE5RC1V0M7ZMVCPT,style,retro,0,0,0,0,0,0,0,0,0,1,0
8613,49960,57984,01E2M2MGRAN41300HSFCSG6ASK,"['tide', 'hammered', 'satin', 'ankle', 'pant', 'modernize', 'ootd', 'adding', 'hammered-satin', 'pant', 'mix', 'tapered', 'ankle-length', 'cut', 'Brochu', 'Walker']",01E2M2MGRQ3H8H4M24Q04SDVW4,style,modern,0,0,0,0,0,0,0,0,1,0,0
13088,78315,92055,01E2M2M71ERZ8TMEPYA2WA1C52,"['oversize', 'cashmere', 'cardigan', 'rich', 'cashmere', 'softly', 'set', 'scene', 'relaxed', 'cardigan', 'add', 'layer', 'luxury', 'whatever', 'wear', 'Theory']",01E2M2M71RTENY747AAYZ6NCPA,style,casual,0,0,0,0,1,0,0,0,0,0,0
11818,70176,82190,01E2M2M2RFENP97VFZ3SXKV7C2,"['essential', 'pima', 'cotton', 'crewneck', 'tee', 'staple', 'top', 'one', 'reach', 'make', 'absolute', 'sense', 'choose', 'option', 'made', 'softest', 'cotton', 'find', 'Vince']",01E2M2M2RS3XEV1DR5DG74STQP,style,casual,0,0,0,0,1,0,0,0,0,0,0
14121,84224,99471,01E2M2KKW25KNQTV8ZQW0EGSC6,"['roka', 'bootie', 'fashion-forward', 'yet', 'walkable', 'boot', 'feature', 'clean', 'near-seamless', 'design', 'faceted', 'clear', 'heel', 'hint', 'dynamism', 'Allsaints']",01E2M2KYN0SQ0S2FDAJRAQWSA2,style,casual,0,0,0,0,1,0,0,0,0,0,0
12176,72676,85197,01E2M2K05QZZMNS3MEKCEY25MM,"['slim', 'silk', 'blouse', 'versatile', 'chic', 'blouse', 'classic', 'button-up', 'one', 'luxe', 'stretch', 'silk', 'Vince']",01E2M2K062K3V71A9KSWJ6PKJA,style,businesscasual,0,0,0,1,0,0,0,0,0,0,0
